Time	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03
13.250000	56246	63114	56040	44251	44107	44352	50226	47988	48059	51649	55866	49393	35446	36454	34842	37346	37798	38589	37796	37630	31687	33228	34902	33955	33104	34339	35104	27352	25720	27260	39251	40759	41159	41884	46551	30972	23288	37510	38676	37129	32656	36183	27588	27691	28007	55429	54762	44026	37044	36709	37000	36570	36496	37308	37804	34915	37741	27116	27133	26141	33325	28124	37552
13.266667	56144	63777	56012	44612	44170	43520	50702	48272	47765	52337	55438	50142	35894	36023	35213	37201	37784	38948	37974	37787	32028	33653	34636	33895	32737	34205	34816	27328	25602	27324	38918	40221	40791	41916	47198	31146	23047	37615	38519	38128	32898	36559	27804	27806	27970	56467	54965	44123	36796	36389	37307	37108	36552	36460	37588	35324	38438	26907	27072	26296	33195	27948	37404
13.283333	56856	63157	56126	44911	44098	44338	51137	47868	47638	51897	55765	49494	35434	36205	35054	37023	37463	38402	37796	38342	31764	33332	34838	33216	32862	34591	35090	27034	25520	27235	39130	40808	41384	40867	46075	31114	22999	37451	38676	37063	32462	36385	27732	28040	27651	55904	55241	43448	36795	36052	37332	36466	36273	36433	37405	35558	38112	27049	26928	26389	33298	27933	37663
13.300000	56344	64197	55576	44726	44215	44176	50678	48070	47589	51908	56206	49645	35122	35583	35178	37380	37173	38671	38176	37400	32166	33473	34874	33889	33428	34241	35034	27342	25813	27219	39299	40993	41218	41432	46780	30838	23388	37736	38689	37407	32947	36411	27777	27959	27753	56690	55711	43757	36859	36360	37320	37320	36664	36932	37268	34973	38439	27433	26713	26748	33356	28097	37564
13.316667	56062	63932	54174	44248	44856	43844	50096	47494	48539	52911	55348	49489	35016	35955	35728	37662	36926	38304	38200	37532	32160	33294	35229	33822	33229	34837	35016	27282	25482	27261	39385	40933	41405	41271	47176	30985	23467	37821	38924	37388	32973	36186	27396	27758	28012	56678	55255	44169	37139	36152	37330	36583	36680	36672	36542	34883	37833	27415	27156	26354	33286	28264	37529
13.333333	56654	64716	55547	44370	44022	43760	50244	47742	48106	51981	55848	49576	35522	36083	34732	37635	37356	38525	37124	37657	32254	33372	35110	33345	33364	34604	35580	27391	25232	27203	38945	41196	41248	42208	46482	31008	23012	37660	38476	37351	32708	36556	27600	27961	27524	56268	55211	43856	37053	36277	37288	37024	36703	37022	37436	35416	37928	27324	27053	26785	33201	27904	37500
13.350000	55684	65056	55887	44778	44121	44454	50342	48080	48119	52139	55288	49570	35503	36163	35237	37354	37159	39274	36979	38186	32119	33620	35023	33282	33195	34983	35879	27304	25504	27188	39147	40801	40989	41899	46896	30905	22754	37446	38407	37297	32674	36821	27612	27582	27822	56342	54696	43968	37132	36676	36847	36578	36428	36667	37315	35852	38304	26789	27180	26256	33682	27834	37348
13.366667	56649	64892	55904	44921	44492	44192	50207	48243	47916	52297	55596	49184	35220	36330	35469	37649	37322	38256	37205	37400	32425	33411	35057	33823	33559	34638	35224	27644	25767	27149	38934	40920	41248	41379	46697	30537	23252	37762	38936	37280	33024	36285	27590	28150	27517	56109	55503	43649	37316	36357	36935	36752	36404	36360	37046	35620	37768	27085	27279	26452	33558	27464	37490
13.383333	55628	64530	55832	44956	44346	44923	50240	48080	48014	52104	55416	49390	35264	36133	34904	37400	37101	38555	36817	37978	32024	32984	34963	33428	33373	35152	35807	27517	25524	27686	39159	40742	41257	41912	46651	31066	22896	37668	39108	37704	32323	36707	27248	27788	27892	56161	55473	43730	36768	36440	37529	37084	37170	36853	37356	35105	37697	27490	27184	26333	33373	27404	37581
13.400000	55824	63922	55450	45019	44126	44505	50556	47779	48352	52173	55735	49424	35569	35860	35196	37442	37599	38622	37327	37304	31992	33428	34358	34037	33522	34682	35180	27276	25388	27306	38868	40872	41652	41380	47195	30568	22902	38238	39021	37610	32876	36349	27632	27755	27421	55740	55696	44191	36877	36079	37348	36272	36348	36732	37034	35127	38228	27111	27101	26577	33203	27996	37373
13.416667	55316	65480	56073	44926	44352	44097	50477	48094	47993	52441	55848	49644	35079	35704	35156	37854	37206	38680	36727	37761	32514	33608	34918	33509	33245	34195	34882	26912	25203	27240	39392	41182	41128	41324	46342	30768	23184	37693	38887	37494	32670	36352	27704	27664	27480	56051	55368	43316	36702	36176	37411	36463	36684	36982	37128	34865	37879	26952	27082	26057	33418	28457	37604
13.433333	56352	65464	55891	44921	44020	43712	50794	47888	48080	51736	55208	50196	35247	35863	35158	37270	37064	38130	37013	37646	32280	33288	34448	33711	33264	34352	35136	27474	25483	26932	38408	40879	41177	40974	47455	30944	22835	37162	38583	37212	32559	36275	27922	27892	27783	55737	54971	43450	36913	36356	37348	36709	35857	37233	37316	35290	38017	27098	26828	26316	33184	28020	37038
13.450000	56057	65080	55888	44740	44216	44464	50344	48093	48296	52767	55752	50245	35255	36048	35316	37470	37264	38382	36872	37889	32302	33342	34614	33407	33223	34820	34800	27584	25453	27021	38934	40719	41012	41475	47120	30396	23060	37329	38417	37540	32430	36104	27760	27736	27708	56100	55705	43886	36384	36408	37175	36905	36680	36690	37188	34964	38142	27102	27015	26584	33288	27941	37195
13.466667	55588	65719	55162	44756	44430	43849	50668	48152	48492	52259	55524	49552	34844	35536	35925	37356	37283	38559	36340	37542	32378	33380	34689	33434	33120	34454	34649	27254	25711	27408	38484	40658	40873	41833	47109	31356	23098	37900	38503	37964	32794	36140	27509	27492	27666	56160	55392	43896	36437	36128	37449	37369	36629	36832	37297	35572	38399	27248	26747	26212	33231	28283	36839
13.483333	55866	65638	55758	44428	43657	43880	50106	47866	47826	52298	55796	49316	35129	35776	35429	37821	38032	38547	36880	37766	32020	33073	35071	33680	33586	34840	34846	27407	25468	27596	38890	41268	40723	41400	46710	30842	23302	37552	38701	37506	32818	36220	27844	28144	27894	56224	56231	43948	37050	36636	37085	36628	36479	36724	36881	35121	38020	27370	26920	26178	33296	28357	37432
13.500000	55730	65056	55948	44677	43885	44532	51072	48068	48756	52370	55752	49790	35315	36165	34949	37371	37161	39013	36670	37770	32488	33196	34838	33587	33492	34509	34798	27079	25349	27164	38824	41629	41368	41260	46314	31162	22704	37480	38575	37344	33112	35916	27738	27652	27945	56467	55504	44121	36677	36522	37457	36944	36664	37125	37705	34936	37709	27078	27422	26610	33355	27984	37033
13.516667	56093	65595	55864	44315	44613	43981	50554	48289	47819	52123	55505	49579	35085	36065	35166	37704	37683	39196	37017	37429	32401	33379	35189	33517	33580	34858	34517	26988	25538	27120	39348	40766	41084	41274	46905	30868	23063	37580	38832	37630	32797	36656	27682	28190	27884	56380	55541	43657	36870	36439	37825	36938	36776	36559	37216	35235	37566	27109	26942	26387	33126	28400	37609
13.533333	56396	65072	55232	44624	43717	44180	50327	48634	47911	51960	55441	49679	34839	36002	35312	37232	37115	38586	37033	38016	31865	33254	35305	33813	33231	34448	34850	27229	25476	27418	38888	41101	41040	41508	47249	31578	22952	37996	38544	37894	32968	36116	28031	27712	27879	56120	55139	43200	36777	36576	36970	37017	36803	37040	37158	35188	37818	27170	27152	26270	33348	27989	37371
13.550000	55935	65231	55684	44892	44038	44012	50712	48362	48376	52260	55592	49824	35365	35824	35588	37161	37192	38826	36192	38085	31820	33494	34717	33126	32986	34581	34996	27206	25643	27240	39207	40843	41594	41011	46630	30838	23315	37258	39009	37312	32605	36532	27417	27512	27796	55710	55707	44235	36964	36508	37255	36656	36488	37117	37773	35376	37638	27098	27278	26245	33116	28131	37516
13.566667	55703	66155	54880	44615	44527	44059	50581	48102	47682	52376	56379	50039	35414	36254	35228	37898	37200	38976	36712	37533	32473	32801	34416	33419	32583	34211	35148	27528	25286	27251	38907	40656	41249	40990	47349	30720	22762	37624	38149	37464	32416	36191	27668	27644	27748	56176	55952	43652	37271	36432	37192	36776	36234	36490	36762	35311	37888	26992	26955	26682	33364	28111	36884
13.583333	56210	66263	55366	45103	44035	44651	50399	48388	48210	52324	55792	49929	35402	35708	34948	37340	37676	38449	36616	37811	32174	33323	34885	33492	33359	34337	34952	27541	25808	27185	39055	41513	41362	41530	46096	30518	22523	37538	38596	37947	32752	36892	27672	27446	27976	55524	55158	43730	37281	36318	37088	36892	36219	36680	37238	35416	38225	27113	27076	26352	33093	28132	37053
13.600000	56420	66182	55531	45292	44783	44466	50577	47565	48111	51988	55683	50086	35415	36101	35162	36936	37579	39028	36934	37969	31926	33286	34772	33350	33294	34833	34658	27360	25489	27386	38753	40977	41365	41358	46746	31096	23056	37824	39432	37404	32717	36046	27479	27581	27688	55757	55456	43636	36669	36648	37416	37180	36466	37080	37227	34782	38092	27179	27272	26325	32997	28369	37368
13.616667	55829	66130	55248	44726	44192	44295	50908	47995	48092	52247	55771	50150	35524	36229	34871	37261	37231	39412	37175	37936	32184	33724	34728	33688	33415	34154	35412	26792	25669	27148	39055	40975	40832	41630	46700	31023	23275	37011	38712	37169	32684	35851	27625	27606	27696	56272	55421	43680	37004	36395	37704	37628	36554	36756	37753	35164	37897	27288	26974	26432	33144	27942	37412
13.633333	55936	66566	55551	44896	44232	44371	50412	48655	48146	52236	55863	49691	35316	35565	35776	37391	37072	39132	36751	38004	31989	33074	34517	32976	33580	34657	35165	27475	25527	27196	38976	40880	41645	41756	46352	31127	22971	37736	38944	37604	32860	36286	27604	27736	27978	55385	56101	44216	36913	36707	37024	36693	36587	36758	36994	35244	37921	27111	26648	26853	32752	28024	37755
13.650000	56735	66580	55532	45390	43819	44735	50711	47662	48908	53067	55789	50337	35167	35999	35259	37455	37159	38926	36702	37644	31988	33002	35047	33340	32883	34848	34972	27354	25295	27423	38572	40589	41099	41524	46598	30971	23069	37420	38598	37273	32984	36248	27584	27630	27698	56470	55661	44156	36673	36324	37249	36729	36645	36668	37150	34989	37743	27140	26699	26633	33030	28319	37180
13.666667	56163	66705	55261	45009	44236	44041	50322	48128	47661	52452	55796	50330	35376	35573	35175	37535	37345	39170	36264	37927	32288	33312	34909	33391	33431	34835	34811	27444	25774	27336	39340	40837	41396	40980	46807	30724	23131	37487	38657	37224	32661	36331	27325	28004	27710	55968	56233	43741	36880	36247	36960	36812	36671	36902	37285	34864	38216	27146	27135	26399	33659	27961	37302
13.683333	56190	67008	55886	45184	44058	44468	49740	48238	47550	52450	56396	49589	34808	36380	35135	37502	37497	38641	36616	37636	32505	33293	34608	33453	33212	34280	35004	27138	25983	26909	39089	41128	41100	41384	46940	30791	22725	37964	38712	37664	32540	36080	27634	28104	27410	55559	55821	43655	36771	36039	37504	36638	36265	36872	36688	35440	37823	27599	27000	26336	33237	28311	37468
13.700000	56169	66219	55519	44487	44302	44443	50669	48792	47784	51945	55558	50188	35038	36175	35384	37431	37024	38610	36885	37693	32110	33304	34927	33118	33274	33917	34763	27348	25356	27485	38898	41625	41270	41639	46443	30968	22890	37543	38594	37802	32363	36563	28012	27906	27860	55504	55688	43616	36648	36539	37460	36506	36503	36404	36918	35154	37828	27320	27116	26244	33324	28465	36835
13.716667	56705	66464	55104	44863	44557	44048	50476	48604	48121	52637	55947	49856	35774	36125	35023	37562	37663	38654	36887	37845	32483	33180	34718	33671	32973	34295	35287	27503	25396	26873	39165	40676	40983	41493	46568	30991	23324	37285	38959	37555	33122	36212	27651	28098	27825	55959	56120	44012	36819	36464	37123	36875	36524	36805	37204	34977	37892	27198	27060	26611	33275	28188	37315
13.733333	55530	66991	55620	44803	44292	44053	50346	48772	48164	52694	56580	49703	35423	36134	34867	37168	37364	38597	36709	37816	32007	33292	34934	32931	33044	34265	34902	27167	25494	27381	38908	40610	41675	41325	46830	31272	23086	37308	39098	37208	32840	36457	27182	27672	27800	56099	55132	43913	36877	36552	37242	36684	36549	36589	37236	35726	38155	27253	27142	26563	32956	28492	37579
13.750000	55776	66369	55762	44781	44553	44052	50911	48031	47843	52156	56560	49873	35337	35841	35023	37179	37677	38491	36932	37938	32264	33475	34826	33058	33199	34640	34832	27460	25368	27326	39220	41284	41018	41518	46530	31272	23284	37980	38264	37404	32639	36404	27534	27766	27796	55892	55575	43873	37042	36028	37130	36665	36981	36643	37317	35441	38299	27165	27165	26335	33284	27651	37193
13.766667	56372	66950	56156	44790	44336	44376	50174	48702	47960	52190	56314	50065	35471	35966	35150	37344	37330	38576	36720	37265	32010	32812	34884	33311	33098	34723	35146	27185	25642	27394	39348	41283	41099	41780	46888	30560	23098	37300	39088	37380	32638	36545	27637	27554	27505	55910	56391	44232	36741	36348	37234	36768	36353	36807	37271	35776	37754	27073	27067	26300	33077	27580	37698
13.783333	56538	67404	55933	45160	44620	44704	50836	48524	48436	52328	55824	50914	35088	36126	35357	37501	37448	38374	36816	38121	32120	33325	34724	33612	33364	34698	35070	26904	25444	27130	39316	41183	41247	41597	46808	31050	22924	37960	38565	37700	32907	36402	27517	27436	27666	56161	56257	43916	37196	36357	37612	36560	36580	36873	37013	35553	37900	27378	27012	26338	33509	28065	37464
13.800000	56150	67062	56258	45277	44553	44576	50676	48982	48252	52028	55895	50228	35188	36354	34664	37555	37252	38826	36907	37543	32149	33613	34355	33397	33210	35037	34868	27069	25579	27088	39240	40540	41307	41699	46951	30882	22954	37756	38925	37557	32932	36322	27312	27895	27804	56051	55776	44105	36840	36836	37016	36980	36699	36988	36864	35732	37417	27244	27004	26560	33244	28018	37258
13.816667	56420	66615	56081	45270	44433	44026	50478	48530	48049	52332	50875	49819	35250	35941	35011	37591	37641	38127	36925	37443	32211	33201	34779	33308	33371	34821	35185	27516	25421	27200	39121	40990	41208	41527	46371	30975	23132	37260	38955	37790	32726	36404	27554	27832	27456	56481	55606	43704	36766	36305	37410	36486	36540	36868	37211	35746	38184	27388	27392	26087	33432	27983	37431
13.833333	56293	67091	55282	45133	44539	43504	50751	47723	48134	52198	53175	49663	34936	35876	35195	37688	37188	38943	36891	37751	32239	33511	34928	33520	33156	34530	35427	27376	25288	27242	39678	41447	41591	42023	46638	31200	23024	37896	38653	37639	32618	36246	27660	27609	27600	55939	56423	44115	36781	36030	37139	36546	36055	36676	37147	35806	37990	27368	27009	26315	33136	28243	37952
13.850000	56115	67252	55607	45026	44946	44206	50960	48155	48273	52476	52944	50488	35441	35928	35376	37720	37304	38749	35968	37903	32499	32926	34788	33646	33243	35151	35224	27252	25252	27629	39273	41340	40920	41200	47023	30813	23212	37537	38880	37004	32624	36484	27560	27880	27796	56383	56034	44284	37198	36668	37489	37333	36578	36497	37438	35220	37854	27181	26912	26342	33425	27844	37537
13.866667	56459	67542	55628	45211	43739	44648	50256	48406	47949	52413	53549	50048	35372	35984	35201	36932	37134	38400	36561	37810	32319	32856	34434	33108	33644	35069	35551	27088	25358	27397	38415	41140	41023	40965	46891	30981	22887	37448	38560	37642	32544	36193	27884	27711	27470	56447	56562	44188	36672	35992	37448	36380	36221	36895	37072	35500	37590	27348	26912	26458	33051	27778	37169
13.883333	56051	67602	54844	45762	44001	44284	50784	48518	48511	52399	52968	50289	35048	35951	35496	37897	37840	38260	36617	38025	32110	33605	34842	33502	33112	34914	35204	27310	25568	27299	38925	41024	40891	41707	46988	30641	22963	37184	38740	37532	32599	35922	27625	28070	27444	55996	55337	43760	36977	36528	37034	37008	36364	36324	36875	35161	37241	26945	26968	26516	33413	28259	37643
13.900000	55494	67077	55032	45280	44463	44088	50431	48767	47820	52317	53205	50404	35259	35879	35066	37528	37162	38509	36744	37625	32402	33072	34959	33659	33624	34542	35350	27303	25532	27162	38694	40998	41388	41363	47074	31014	23348	37304	38353	36938	33329	35951	27560	27659	27838	56492	56082	43879	37288	35660	37194	36708	36468	36706	37084	35298	37752	27568	26792	26703	33733	27691	37635
13.916667	55962	68204	55484	45285	44595	44233	51065	48197	48673	51801	52800	50493	34975	35862	35321	37298	37597	39011	36976	37693	31887	33432	34948	33719	33246	34078	34810	27478	25361	27260	38945	41292	41161	41594	47220	30740	22948	37244	38517	37154	32436	36639	27426	27681	27436	56542	55455	43854	36991	36530	37379	37086	36372	36268	36641	35548	37782	26782	27074	26108	33530	28206	37593
13.933333	56681	68022	55780	44693	44187	44361	50672	48289	48172	52463	53253	50706	34985	36010	34873	36957	37162	38408	37079	38039	32545	33401	34363	33907	32896	34616	35665	27124	25384	27233	38632	41196	41502	41463	47312	30975	22522	37252	38397	38085	33175	36560	27786	27781	27400	56720	55700	43654	36951	36901	37351	36710	36833	36757	37060	35082	38155	27056	27160	26536	32900	28100	36917
13.950000	56726	67995	55608	45084	44196	44256	50840	48639	47992	52598	53038	50052	35484	35434	34860	37492	37079	38672	36796	37279	32054	33284	34621	33594	33266	34030	35232	26904	25288	27107	39005	40955	41140	41660	47264	31152	22964	37009	37964	38076	32786	36506	27442	28027	27559	56334	56576	43655	36523	36189	37056	36614	36477	36609	36942	35320	37441	27072	27073	26108	33192	28242	37671
13.966667	56589	67509	56144	45601	44717	44784	50649	48704	48085	52216	53780	50100	35513	36100	35549	37443	37447	38679	36712	37987	32176	33278	35127	33233	32976	34936	35325	27404	25584	27165	39125	41459	41592	41508	47299	31286	22736	37244	38459	37528	32698	36206	27763	27919	27384	56260	56013	43896	36754	36615	37252	37042	36701	36853	37342	35281	37876	27163	27031	26529	33138	28190	37758
13.983333	55804	68208	55492	45118	44912	44654	50380	48651	47769	52229	52920	50295	35124	35711	35348	37258	37297	38436	36925	38234	31806	33198	34704	33206	33149	34596	34688	27460	25349	27059	38732	40373	41635	41181	47501	30896	23148	37760	38900	37869	32799	36194	27805	27968	27474	56273	55548	44101	36933	36523	37470	36754	36384	36848	37444	35998	37796	26832	26873	26487	33421	27768	37428
14.000000	56161	68472	56030	45191	43824	44384	50599	48639	48130	52746	53333	50508	35427	35896	35128	37775	37272	38392	36653	37889	31812	33268	34672	33977	33063	34812	34960	27231	25641	27076	38631	40956	41092	41591	47164	31131	23080	37402	39085	37528	32588	36288	27547	27820	27824	56242	56128	43863	36671	36329	37151	36778	36522	36898	36915	35639	37440	27045	27301	26439	33413	27963	37164
14.016667	56329	68219	55832	45468	44168	44638	50623	48164	48452	52026	53468	50232	35166	35761	35230	37691	37530	38482	36364	37996	32559	33349	34773	33476	33577	34576	35360	27513	25491	27259	38632	40899	41589	41472	46999	30490	23100	37412	38557	37747	32659	36539	27206	27508	27625	56104	55999	43787	36604	36176	37063	36565	36544	36886	37392	35861	37715	27215	26872	26364	33264	27620	37420
14.033333	55690	68369	55685	44420	44475	44308	50334	48354	47831	52270	53072	50620	35309	35979	35188	37516	37248	38488	36733	38025	32270	33181	35116	33508	33132	34164	34969	27180	25484	27068	38988	40957	40944	41421	47010	30827	22937	37906	38277	36948	32658	36319	27726	27786	27456	56219	55613	43828	36988	36195	37032	37088	36097	36374	37584	35482	37756	27190	26916	26373	33122	28180	36868
14.050000	56114	68294	56480	44868	44478	44755	50561	48467	48383	52717	52915	50286	35080	35840	35176	37816	37642	38900	36352	37932	32259	32890	34692	33324	33386	34625	34585	27055	25528	26851	38812	41108	41173	41460	46914	31368	22846	38090	38412	38194	33017	36172	27736	27927	27721	56467	55780	43914	36627	36488	37716	36972	36559	36388	37244	35657	37688	27120	27141	26052	33189	28223	37339
14.066667	56159	68386	55941	44933	44604	44863	50496	48684	48031	52268	52471	50019	35093	35935	34976	37500	37320	38822	36946	37892	31964	33319	35156	33133	33392	34285	34884	27202	25918	27638	38446	41095	40559	41574	47064	30925	23130	37272	38752	37560	32665	36093	27380	27858	27971	56199	55960	44633	37067	36375	37232	36249	36532	36603	37087	35711	37307	26778	26862	26432	33314	28246	37884
14.083333	56649	68454	55455	45201	43349	44456	50495	48704	48649	52763	53260	49905	35080	35630	35202	37481	37494	38914	36535	38190	32179	33120	34692	33017	33122	34476	35401	26890	25676	27161	39023	41309	41324	41054	46644	30918	22719	37412	38748	37631	32898	36500	27115	27715	27124	56408	56357	43660	36836	36420	37584	37239	36473	36728	37212	35684	37816	27006	27112	26588	33360	27902	37100
14.100000	56544	68571	55616	45268	44548	44780	50361	48232	47894	52528	52316	49828	34887	35728	34994	36984	37542	38918	36864	38239	31844	33286	34597	33439	32559	34616	34956	27625	25204	27204	38553	40425	41020	41252	46604	30443	23219	37586	38432	37649	32475	36224	27602	27797	27616	56271	56083	43956	36886	35948	37224	36922	36246	36904	37360	34992	37708	26922	27191	26486	32896	27741	37090
14.116667	56626	68220	55302	44944	44241	43928	50968	49312	48275	52398	53341	49521	35318	35728	35009	37723	37175	38821	37424	38444	32002	33432	34579	33456	33080	34850	34964	27229	25741	27567	38499	41140	41466	41414	47231	30682	22925	37969	38952	37196	32579	36187	27155	27197	27313	56052	55870	43968	36411	36100	37003	36767	35895	36778	36920	35688	37391	26930	27232	26304	33320	28342	37261
14.133333	56648	68439	55396	45523	44187	44678	50820	48785	47744	52276	52393	49600	34988	35432	34807	37596	37237	38483	36517	38123	32436	33462	34656	33367	33067	34728	34564	27509	25667	27411	39097	40947	41386	41282	46732	30841	22897	37503	39022	37731	32692	36475	27132	27887	27402	56193	56114	44065	36705	36492	37096	37416	36309	36422	37176	35315	38453	27192	27419	26223	33270	28025	36888
14.150000	57202	69373	55176	44621	44083	43904	50800	48139	48376	52408	52338	49368	35283	35767	35012	37170	37376	39143	36586	38100	32381	33015	34566	33597	33167	34574	35163	27198	25393	27129	39036	41092	41043	41615	46958	30608	22938	37889	38608	37372	32989	35840	27356	27636	27671	55555	55644	43693	36572	35634	37352	37058	36099	36612	36550	35114	38036	26942	26871	25962	33096	27770	37538
14.166667	55967	68460	55625	45195	43633	44126	51148	48631	48181	52591	52321	48902	35457	35882	35344	37640	37504	38639	36444	37918	32145	33234	34922	33416	33031	34550	35514	26976	25352	27302	39028	41561	41436	41511	46935	31064	23208	37420	38866	37750	32939	36389	27920	27890	27711	56424	56172	43392	36452	36467	37131	36991	36150	36609	37140	35362	37600	27127	26597	26223	33149	28095	37505
14.183333	56409	69170	55548	44844	44420	44380	50665	48918	47896	52502	51611	49840	34973	35964	35092	37343	37556	38430	36140	37555	32344	33000	34984	33299	33628	34447	34724	26856	25436	27480	39069	41100	40785	41820	47837	31043	23044	37140	38478	37287	32732	36356	27455	27785	27789	55714	55381	44137	37032	36607	37603	36773	36403	36708	36804	35557	37557	27093	26698	26436	33321	28199	37312
14.200000	57000	68712	55871	44954	44209	44726	50923	48443	47904	52986	51393	48804	35376	35784	34641	37386	37398	39098	37092	38043	32432	33688	35271	33403	32832	34579	35487	27054	25284	27284	39135	41300	41360	41607	47743	30897	23004	37904	38938	37879	32997	36320	27827	27405	27824	56127	56128	43392	36810	36225	37665	37246	36505	36543	37124	35256	38199	26814	26704	26044	33459	27770	37319
14.216667	56898	68308	55957	45296	44765	44612	50835	48196	47954	52668	52116	48824	35368	36192	35007	37613	37513	38376	36757	37944	32547	33624	34736	33367	32581	34201	34862	27184	25683	27730	38740	40860	41208	41143	47396	30943	22838	38100	39058	37511	32626	36083	27555	27740	27743	56215	56679	44154	36716	36391	36865	37187	36018	36709	37086	35608	37604	27079	27248	26479	33343	27948	37504
14.233333	56883	69542	55591	45384	44495	44359	50319	48326	48724	52348	52496	49016	35048	35974	34995	37563	37168	38720	37056	37816	31768	32940	34798	32934	32934	34227	34992	27322	25408	27639	38945	40719	41207	41577	47287	31013	22588	37408	38484	37486	32680	36412	27492	27854	27456	56146	56011	43996	36849	36701	37200	36971	36224	36472	37190	35270	37621	26978	26977	26078	33359	28120	37297
14.250000	57114	69262	55714	45352	44461	44446	50744	48530	47985	52776	52468	49241	35355	36130	34792	37354	37275	38821	36794	38063	32076	33500	34724	33680	32764	34616	34876	27316	25056	27200	38804	41252	41385	41650	47286	31125	22791	37347	38164	37401	32514	36427	27701	27987	27553	55450	56436	43900	36834	36429	37219	37028	36404	36521	36921	35381	37463	27160	26882	26123	33017	28461	37160
14.266667	56610	69447	55251	45580	44572	44163	50549	47994	48208	52210	52262	49701	35131	35476	35116	37673	37442	38512	36431	38316	32079	33588	34928	33492	33272	34608	34830	27229	25266	26905	38898	41044	41296	41667	47594	30667	22716	37479	38476	38055	32979	36620	27616	27665	27881	56200	55676	43576	37062	36591	37340	37373	36428	36729	36772	35247	38038	27267	27303	26353	33266	27820	37193
14.283333	56742	69450	55310	45136	44050	44291	50792	48451	48685	52591	52518	49173	35087	35727	35284	37376	37308	38701	36656	38121	31999	33116	34862	33815	32983	34605	34700	27104	25136	27185	39004	41422	41268	41560	47596	30844	22924	37744	38809	37393	33156	36123	27604	27907	27462	55854	56155	43832	37092	36761	37324	36669	36012	36396	36968	35843	37796	27270	27014	26290	33445	28662	38131
14.300000	56520	69093	55266	45584	44129	44511	50623	47924	48260	52539	52862	49813	35321	36084	34700	37198	37332	38275	36323	38330	31952	33223	34728	33341	33263	34405	34959	27061	25463	26993	38685	41152	41252	41857	46905	30991	22855	37839	38662	37044	32721	36037	27934	27652	27651	56134	56083	44105	37024	36022	37837	36790	36891	36491	37075	35679	37923	27124	27004	26128	33592	28392	37146
14.316667	56914	69454	56596	44788	44321	45060	49757	48310	48102	52487	52520	49644	35218	35530	35059	37019	37636	38283	36391	38120	32292	32942	34524	33356	32904	34430	34818	27231	25276	27063	38801	41060	41076	41448	47597	31268	22864	37483	38630	37486	32902	36656	27507	27587	27426	56017	56284	43749	36796	36357	37363	36702	36319	36781	36888	35365	38336	27004	27025	25930	33476	28062	37307
14.333333	56552	68776	56222	45252	44217	44131	50294	48590	47874	52660	51486	50138	35329	35674	35263	37472	37543	38344	36775	37887	32169	33124	35072	33418	32803	34746	34937	26993	25552	26990	39093	40908	41184	41456	46936	31251	22899	37779	38903	37383	32984	36127	27340	27619	27941	56126	56068	44002	36672	36440	37613	37275	36611	36580	36912	35060	38048	27352	27068	25928	33136	27938	37105
14.350000	56226	70162	55733	45106	44371	44424	50425	48997	48281	52124	51695	49538	35248	35956	34728	37576	37336	38872	36904	37501	32348	33207	34380	32950	32752	34646	35022	27492	25592	27415	38670	41340	41062	41329	47340	30767	22828	37837	38552	37777	32761	36240	27595	27773	27492	56596	55466	44435	36948	36433	37078	36974	36013	36720	36804	35427	37634	27081	27025	26272	33274	28184	37533
14.366667	56560	69347	55248	45100	44612	44166	50492	49210	47816	52530	52375	49364	35146	35816	35264	37678	37483	38480	36730	37660	32176	32884	35011	33262	32743	34169	34451	26978	25057	27163	39052	41194	41487	41660	47946	30956	22819	37964	38754	37572	32902	36063	27428	27667	27801	56513	55996	43739	36717	36409	37156	37045	36100	36436	37074	35398	38478	26653	26694	26232	33616	27978	37772
14.383333	57018	68865	55436	45157	43779	43818	50705	48925	48099	52711	52650	49590	35071	35916	34785	37733	37388	38574	36445	38387	31810	33419	34830	33272	32755	34454	34668	26955	25318	27624	39171	41103	41152	41425	48077	30776	23063	37021	38493	37708	32833	35798	27354	27625	27326	56412	56689	44093	36694	35921	37126	37223	36224	36704	36975	35780	38440	26968	27032	26052	33163	28360	37437
14.400000	56532	69808	55716	45135	44080	44272	50527	48559	47860	52183	51410	49562	35011	36460	35393	37173	37225	39081	36645	38074	31820	33088	34698	33395	33080	34404	35220	26964	25128	26989	39030	41104	41262	41045	47442	31290	22651	37320	38573	37389	33602	35956	27480	27476	27353	56253	55952	44202	37420	36628	37185	36690	35796	36705	36691	35581	37939	27178	27068	26054	33436	28348	37589
14.416667	56554	70021	55703	45021	44407	44821	51155	48798	48460	52768	52273	49113	35191	35378	35037	37056	36846	38716	37088	38166	32088	33207	34342	33400	32903	34727	34868	27183	25646	27016	39122	40998	40924	40929	46980	30840	22547	37508	38576	37541	32988	35923	27568	27804	27589	56919	56252	44186	36986	36266	37185	37155	36027	36447	36569	35408	38417	26711	27121	26480	33160	27707	37702
