Time	B02	B04	B06	C02	C04	C06
12.796944	44230	468	31521	59373	535	30767
12.803333	44305	472	31514	59064	529	30954
12.809722	44346	474	31550	59222	524	30756
12.816111	44180	471	31504	59241	526	30905
12.822500	44033	466	31593	58770	527	30963
12.828889	43918	473	31615	58745	530	30902
12.835278	44079	479	31612	59469	523	30839
12.841667	44035	470	31579	59889	529	30918
12.848056	43974	471	31627	60599	526	31022
12.854444	44155	474	31582	61287	521	30629
12.860833	44322	467	31629	61445	517	30826
12.867222	44239	463	31590	61606	519	30956
12.873611	44116	472	31551	62273	517	30911
12.880000	44060	481	31572	61189	535	30851
12.886389	44180	466	31553	60842	524	30895
12.892778	44455	467	31634	60469	518	30844
12.899167	44529	475	31681	60755	530	30683
12.905556	44260	467	31687	61067	524	30907
12.911944	44042	461	31614	60593	529	31008
12.918333	43720	463	31593	59865	535	30858
12.924722	43659	469	31671	60916	520	30745
12.931111	43707	476	31446	60522	520	30792
12.937500	43553	474	31684	60786	522	30769
12.943889	43760	472	31762	61153	521	30922
12.950278	43921	469	31597	60915	518	30880
12.956667	43931	475	31647	60139	525	30861
12.963056	44275	467	31653	60690	523	30966
12.969444	44243	461	31778	61815	532	30799
12.975833	44116	465	31526	61415	532	30745
12.982222	43720	472	31673	60878	528	30851
12.988611	43639	471	31714	61248	512	30909
12.995000	43611	473	31718	61572	517	30811
13.001389	43597	473	31628	61443	527	30905
13.007778	43948	473	31654	62390	533	30846
13.014167	43732	468	31624	62889	527	30930
13.020556	43719	466	31736	62040	514	30850
13.026944	44025	475	31699	61901	534	30997
13.033333	44156	476	31557	62431	528	30828
13.039722	44061	473	31640	62274	527	30949
13.046111	44205	464	31780	61717	525	30749
13.052500	44668	481	31697	60600	526	30753
13.058889	44582	474	31656	60700	515	30945
13.065278	44887	483	31826	61340	525	30971
13.071667	44936	470	31700	60699	529	30819
13.078056	45134	480	31539	61442	514	30832
13.084444	44874	475	31792	61457	510	30852
13.090833	44735	467	31443	62077	529	31051
13.097222	44770	473	31564	62047	523	30906
13.103611	44734	470	31674	62164	531	30887
13.110000	44595	474	31544	61592	525	30997
13.116389	44546	472	31507	61284	517	30891
13.122778	44407	472	31637	61567	525	30869
13.129167	44824	471	31643	61364	522	30914
13.135556	45048	468	31549	62024	522	30873
13.141944	45316	468	31644	61567	522	30910
13.148333	45380	478	31690	61322	522	30724
13.154722	45183	462	31627	61201	528	30926
13.161111	45116	470	31534	61631	531	30700
13.167500	44922	469	31519	61679	522	30996
13.173889	44647	473	31719	61144	524	31111
13.180278	44445	466	31595	61387	525	30928
13.186667	44271	474	31757	61570	528	30968
13.193056	44659	484	31681	61536	526	30892
13.199444	44720	468	31602	61730	515	30827
13.205833	44816	463	31583	61322	535	30843
13.212222	44520	469	31488	61775	519	30943
13.218611	44742	460	31512	61561	538	30925
13.225000	45093	466	31691	61717	531	30898
13.231389	45206	470	31445	61807	526	30731
13.237778	45574	475	31364	61271	517	30979
13.244167	45451	474	31387	61232	528	30844
13.250556	45854	472	31188	61322	521	30848
13.256944	45692	468	31256	62572	530	30880
13.263333	45567	471	31308	62742	528	30994
13.269722	45253	473	31423	61817	526	31142
13.276111	45416	469	31320	62073	525	31042
13.282500	45520	472	31396	63198	524	30947
13.288889	45418	468	31404	63955	525	30879
13.295278	45027	477	31293	62240	524	31012
13.301667	45622	469	31392	61348	522	31020
13.308056	45859	478	31446	61150	526	30936
13.314444	45939	464	31265	62230	525	31158
13.320833	45946	477	31486	61756	533	30989
13.327222	46063	473	31461	61999	523	30942
13.333611	45786	472	31298	62418	526	30908
13.340000	45995	472	31387	64050	530	30937
13.346389	45712	475	31428	64799	523	30998
13.352778	45369	472	31390	64548	537	31177
13.359167	45817	476	31325	65284	525	31036
13.365556	46123	469	31443	64415	524	31061
13.371944	46157	471	31331	64836	527	31007
13.378333	45994	472	31441	65631	533	31153
13.384722	45933	469	31536	65870	518	31090
13.391111	45886	476	31430	65139	524	30976
13.397500	46098	477	31461	64836	515	31134
13.403889	46202	470	31419	65839	527	30865
13.410278	46134	475	31417	66520	526	31142
13.416667	46209	483	31464	65998	525	31101
13.423056	45690	473	31448	65025	522	31002
13.429444	45800	473	31458	64822	523	31259
13.435833	45819	477	31426	65041	532	31117
13.442222	45878	468	31463	65251	533	30943
13.448611	46189	471	31495	65024	520	30982
13.455000	46274	476	31423	65745	529	31050
13.461389	46711	465	31489	66064	519	30967
13.467778	46986	477	31446	66247	529	30865
13.474167	46931	482	31438	66030	530	31170
13.480556	46972	473	31477	67128	528	31204
13.486944	46853	471	31565	67049	535	31075
13.493333	46833	465	31546	66902	531	31006
13.499722	47043	471	31541	66292	527	31093
13.506111	47150	470	31631	66092	529	31123
13.512500	46939	470	31348	65822	527	31131
13.518889	47456	470	31427	66264	539	31166
13.525278	47506	471	31513	65822	527	31122
13.531667	47977	468	31526	65380	521	30999
13.538056	48320	471	31560	66761	522	31113
13.544444	48390	470	31533	67139	536	31073
13.550833	48151	476	31471	66851	520	30855
13.557222	48154	479	31545	67117	525	31087
13.563611	48146	474	31475	68077	524	31030
13.570000	48158	473	31508	66613	520	31245
13.576389	48502	463	31517	67012	526	31086
13.582778	48488	476	31571	66753	532	31081
13.589167	48435	468	31429	66691	520	31001
13.595556	48670	468	31466	66790	519	31145
13.601944	48910	471	31492	66972	514	31131
13.608333	48958	470	31468	66524	526	31028
13.614722	48431	464	31434	66289	528	30960
13.621111	48427	468	31457	67028	518	30934
13.627500	48384	464	31490	66814	527	31144
13.633889	47734	478	31491	65504	520	31162
13.640278	48182	483	31561	66086	521	31005
13.646667	48534	474	31483	66521	525	30960
13.653056	49152	469	31514	67572	518	31183
13.659444	48952	472	31519	67347	534	31206
13.665833	48995	467	31539	68019	529	30855
13.672222	49147	471	31591	68036	528	31340
13.678611	49289	480	31359	68421	519	31191
13.685000	48739	469	31360	68705	530	31113
13.691389	48696	467	31527	68613	526	31005
13.697778	49055	473	31420	68592	525	31125
13.704167	49135	475	31472	67955	524	31247
13.710556	49091	478	31637	66662	532	31094
13.716944	49460	465	31465	66464	532	31200
13.723333	49128	472	31440	66859	524	31093
13.729722	49633	470	31478	66919	528	31122
13.736111	49840	470	31472	66930	535	31119
13.742500	49654	472	31442	67317	522	31010
13.748889	49923	475	31494	67030	522	31177
13.755278	50322	469	31515	66563	530	31069
13.761667	49961	481	31489	65577	528	31259
13.768056	49517	470	31405	66188	519	31262
13.774444	49308	474	31377	66183	531	31154
13.780833	49252	479	31487	67395	531	31085
13.787222	49024	471	31447	67779	528	31154
13.793611	49448	475	31423	68166	521	31097
13.800000	49680	462	31492	68122	531	31128
13.806389	49456	472	31426	68804	522	31206
13.812778	49300	478	31444	68566	533	31147
13.819167	49091	482	31482	68278	532	31134
13.825556	49529	469	31366	68055	523	31198
13.831944	49763	480	31407	67439	528	31137
13.838333	49809	470	31432	67612	524	31208
13.844722	49878	472	31569	68321	519	31096
13.851111	49653	484	31524	69044	529	31250
13.857500	49649	468	31433	68328	530	31280
13.863889	49567	476	31411	68905	527	31064
13.870278	49581	470	31489	68725	526	31292
13.876667	49673	471	31442	69649	532	31080
13.883056	49713	476	31466	68844	521	31267
13.889444	49787	469	31653	67971	541	31258
13.895833	49634	472	31468	68322	524	31328
13.902222	49727	468	31471	68394	524	31269
13.908611	49947	474	31406	68544	528	31316
13.915000	49878	471	31501	69203	532	31166
13.921389	50074	473	31605	68943	531	31116
13.927778	49917	474	31463	69050	521	31217
13.934167	50150	469	31512	69479	530	31223
13.940556	50191	467	31531	69794	523	31237
13.946944	50479	472	31474	69687	538	31315
13.953333	50248	475	31454	69811	523	31253
13.959722	50258	470	31557	69579	524	31142
13.966111	50495	473	31610	69354	527	31282
13.972500	50279	475	31467	69206	522	31340
13.978889	50415	475	31473	69277	532	31190
13.985278	50670	477	31587	69355	526	31292
13.991667	51102	476	31481	69386	524	31316
13.998056	50901	474	31527	69116	532	31321
14.004444	50648	470	31577	69146	521	31167
14.010833	50782	474	31545	70005	534	31449
14.017222	50872	473	31615	71033	528	31256
14.023611	51340	470	31521	70974	526	31129
14.030000	51245	474	31544	71658	530	31246
14.036389	51294	474	31481	71389	526	31354
14.042778	51475	461	31566	71497	523	31261
14.049167	51162	471	31560	71243	534	31250
14.055556	51449	470	31446	71680	525	31271
14.061944	51523	470	31645	71362	535	31364
14.068333	51617	476	31604	69952	530	31299
14.074722	51384	477	31692	70161	521	31164
14.081111	51455	469	31532	70190	522	31284
14.087500	51251	474	31591	70511	529	31417
14.093889	51123	473	31565	70116	531	31304
14.100278	51267	477	31472	70413	540	31222
14.106667	51348	476	31617	70352	529	31477
14.113056	51427	471	31538	69793	527	31203
14.119444	51806	474	31510	70013	531	31320
14.125833	51521	475	31402	70635	528	31291
14.132222	51368	471	31511	70889	528	31332
14.138611	51197	481	31622	70812	533	31341
14.145000	51169	473	31555	70039	522	31276
14.151389	51409	487	31574	70458	527	31420
14.157778	51405	474	31700	70701	526	31264
14.164167	51374	479	31631	70158	526	31316
14.170556	51816	473	31478	70792	533	31276
14.176944	51827	481	31608	72493	529	31286
14.183333	51818	474	31567	71886	537	31262
14.189722	51752	474	31596	71648	521	31459
14.196111	51382	469	31606	71767	526	31255
14.202500	51475	472	31639	71379	533	31372
14.208889	51573	481	31581	71492	529	31403
14.215278	51369	472	31590	72113	525	31344
14.221667	51559	471	31668	72533	530	31384
14.228056	51782	478	31482	73598	530	31443
14.234444	51979	471	31747	73108	539	31431
14.240833	51987	478	31623	72079	524	31258
14.247222	51907	479	31623	71706	528	31485
14.253611	51788	467	31615	71103	522	31345
14.260000	51983	480	31626	70168	534	31364
14.266389	51784	469	31566	70780	520	31425
14.272778	51679	474	31829	71546	531	31332
14.279167	51990	473	31552	73158	542	31488
14.285556	52014	472	31694	74152	535	31310
14.291944	51930	476	31551	73700	532	31324
14.298333	52078	469	31650	73179	537	31336
14.304722	52259	469	31564	72597	540	31367
14.311111	51990	475	31661	71937	524	31270
14.317500	51881	466	31614	71993	529	31255
14.323889	51878	469	31676	72389	533	31350
14.330278	52377	474	31722	71440	536	31391
14.336667	52312	476	31581	72691	528	31290
14.343056	52108	483	31590	72645	525	31334
14.349444	52368	478	31708	73153	538	31211
14.355833	52621	471	31714	74344	529	31438
14.362222	52376	473	31752	74125	522	31191
14.368611	52019	471	31652	73013	532	31469
14.375000	52394	471	31837	72263	535	31354
14.381389	52642	476	31669	72877	530	31251
14.387778	52695	475	31647	73569	526	31309
14.394167	52664	473	31702	73681	534	31417
14.400556	52759	477	31646	73271	520	31335
14.406944	52791	475	31765	72802	510	31477
14.413333	53139	471	31805	73088	525	31468
14.419722	52910	471	31816	73413	529	31142
14.426111	53056	464	31681	74412	522	31339
14.432500	53502	472	31746	73936	529	31301
14.438889	53713	489	31617	73576	524	31292
14.445278	53351	470	31709	73568	534	31386
14.451667	53383	477	31803	72887	527	31439
14.458056	53254	474	31796	72824	532	31405
14.464444	53201	482	31610	72660	528	31242
14.470833	52963	477	31719	72577	525	31446
14.477222	52909	467	31628	72763	519	31398
14.483611	52830	477	31695	73960	535	31477
14.490000	52873	471	31639	73432	519	31445
14.496389	52514	476	31650	73874	531	31394
14.502778	52864	471	31735	74054	528	31519
14.509167	53026	472	31666	72737	523	31288
14.515556	52902	472	31792	72798	537	31558
14.521944	53209	482	31707	73570	528	31579
14.528333	53332	475	31691	73054	531	31652
14.534722	52966	483	31577	73791	524	31311
14.541111	52953	477	31683	74145	535	31582
14.547500	53179	475	31629	74219	520	31425
14.553889	53722	473	31690	73852	529	31425
14.560278	53732	470	31706	73305	532	31480
14.566667	53888	482	31796	73662	531	31484
14.573056	53838	476	31730	73973	533	31334
14.579444	53823	473	31712	74612	531	31440
14.585833	53915	470	31758	74165	527	31497
14.592222	53930	480	31858	73964	529	31443
14.598611	53819	475	31745	73039	527	31364
14.605000	53394	472	31698	73463	529	31455
14.611389	53263	474	31813	73928	527	31477
14.617778	53631	478	31713	72941	539	31419
14.624167	53815	471	31760	72912	533	31523
14.630556	54226	467	31804	73849	532	31447
14.636944	54174	479	31870	74160	534	31449
14.643333	54309	474	31701	74639	524	31384
14.649722	54197	481	31816	74085	530	31527
14.656111	54268	473	31739	75194	532	31348
14.662500	54492	478	31793	75502	524	31510
14.668889	54641	477	31847	75097	528	31595
14.675278	54888	484	31798	74534	524	31512
14.681667	55046	470	31772	74239	537	31538
14.688056	55000	472	31679	73359	528	31534
14.694444	55051	479	31824	74438	527	31559
14.700833	55031	474	31846	76012	524	31355
14.707222	55124	480	31831	74953	522	31513
14.713611	55739	474	31690	74816	536	31459
14.720000	55829	477	31890	74788	526	31541
14.726389	55831	477	31798	74174	526	31444
14.732778	55772	474	31756	74760	539	31448
14.739167	55477	470	31872	75955	527	31520
14.745556	55580	471	31871	75672	527	31650
14.751944	55482	471	31930	75652	530	31542
14.758333	55556	472	31851	75607	531	31554
14.764722	55231	472	31772	75897	526	31455
14.771111	55445	469	31747	75806	522	31567
14.777500	55169	468	31698	75254	531	31455
14.783889	55333	477	31698	74990	531	31598
14.790278	55170	478	31728	76492	527	31518
14.796667	55266	472	31843	75878	528	31621
14.803056	55162	480	31882	75617	525	31543
14.809444	55015	472	31875	75755	532	31502
14.815833	54737	473	31756	75329	538	31551
14.822222	54781	479	31835	75119	539	31486
14.828611	54783	472	31802	75534	542	31557
14.835000	54576	468	31943	75276	529	31557
14.841389	54459	473	31845	75026	524	31517
14.847778	54406	479	31905	75670	531	31575
14.854167	54873	473	31907	75108	521	31575
14.860556	55190	475	31772	75826	543	31609
14.866944	55473	485	31789	76957	525	31498
14.873333	55646	474	31863	75625	525	31516
14.879722	56438	479	31742	75407	533	31367
14.886111	56432	483	31840	75931	521	31652
14.892500	56320	471	31850	75547	530	31783
14.898889	55831	473	31954	75360	536	31633
14.905278	55534	470	31816	76516	527	31479
14.911667	55671	466	31711	77223	532	31579
14.918056	55908	474	31826	76113	535	31512
14.924444	55652	474	31849	75707	538	31521
14.930833	55421	479	31852	75637	537	31631
14.937222	55858	475	31887	76292	531	31543
14.943611	55635	478	31831	76072	526	31514
14.950000	55416	473	31858	77224	533	31609
14.956389	55433	468	31796	77271	525	31640
14.962778	55532	470	31834	77340	536	31594
14.969167	56103	475	31679	76418	536	31443
14.975556	56326	479	31827	77451	517	31574
14.981944	56780	477	31802	78397	531	31549
14.988333	56931	471	31776	78509	526	31608
14.994722	57460	469	31794	76755	527	31579
15.001111	57301	479	31715	77024	528	31616
15.007500	56979	464	31791	76593	521	31582
15.013889	56831	470	31894	77297	522	31565
15.020278	57314	474	31827	76710	525	31449
15.026667	57564	477	31689	77051	530	31585
15.033056	57314	477	31864	77143	543	31327
15.039444	57454	477	31860	78487	536	31740
15.045833	57505	476	31896	77988	535	31657
15.052222	57250	476	31926	75912	525	31620
15.058611	57027	474	31844	75497	525	31637
15.065000	57203	473	31695	75662	531	31455
15.071389	57292	475	31849	75517	527	31560
15.077778	57402	475	32004	76268	532	31640
15.084167	57547	475	31964	75689	527	31717
15.090556	57471	477	31768	78188	538	31391
15.096944	57294	477	31866	78390	537	31617
15.103333	57163	469	31923	77986	522	31648
15.109722	57017	468	31914	78226	527	31568
15.116111	56918	473	31941	78024	522	31561
15.122500	57221	464	31974	77543	523	31590
15.128889	57280	482	31875	77405	527	31809
15.135278	57399	475	31891	77710	528	31657
15.141667	57001	475	31966	78619	520	31625
15.148056	57179	474	31953	79691	523	31628
15.154444	57432	482	31871	79607	532	31633
15.160833	57293	478	31971	79224	529	31539
15.167222	57162	472	31886	78861	520	31570
15.173611	57205	470	31778	78693	533	31685
15.180000	57290	472	31996	78629	521	31477
15.186389	56775	474	32066	78268	527	31523
15.192778	56440	476	31943	79183	532	31634
15.199167	56680	470	31760	80105	525	31626
15.205556	56710	475	32023	79425	532	31669
15.211944	57211	484	32123	80084	528	31622
15.218333	57163	470	31995	79803	529	31712
15.224722	56895	474	31993	80128	527	31648
15.231111	57142	478	32026	78884	528	31572
15.237500	57419	475	31972	78677	525	31706
15.243889	57363	478	31932	78133	517	31544
15.250278	57241	465	32142	77815	532	31700
15.256667	57375	472	31827	77278	538	31591
15.263056	57690	476	31900	77615	525	31618
15.269444	57380	480	32042	78736	529	31632
15.275833	57965	471	31980	79398	533	31667
15.282222	58013	478	32135	79800	533	31778
15.288611	58409	468	31876	79947	528	31588
15.295000	58592	476	32130	79748	536	31706
15.301389	58595	481	32085	78660	533	31631
15.307778	58899	472	32057	78388	529	31662
15.314167	59232	469	32105	80278	528	31620
15.320556	59045	470	32015	81190	528	31830
15.326944	58876	473	32001	80358	522	31635
15.333333	58740	476	31960	79756	529	31620
15.339722	58454	475	32106	78875	529	31615
15.346111	58452	464	32103	80946	527	31609
15.352500	58930	467	32114	80688	527	31672
15.358889	59333	471	32140	80127	526	31713
15.365278	59578	466	32121	79309	528	31745
15.371667	59359	476	32149	79534	517	31790
15.378056	59170	467	32077	79614	530	31748
15.384444	58986	475	32202	79532	530	31738
15.390833	58718	477	32173	80478	529	31833
15.397222	58726	476	32269	80631	530	31641
15.403611	58968	482	32013	81225	540	31719
15.410000	59133	468	32006	81105	524	31785
15.416389	58890	471	32141	79772	536	31754
15.422778	59310	469	32044	79141	526	31670
15.429167	59461	474	32155	79439	532	31625
15.435556	59272	476	32036	79716	529	31848
15.441944	59056	479	32071	82218	529	31760
15.448333	58879	470	32143	82475	532	31828
15.454722	58548	480	31947	80214	533	31810
15.461111	58496	483	32211	79574	514	31424
15.467500	58728	479	32045	79811	533	31726
15.473889	59281	473	32175	80594	528	31880
15.480278	59813	471	32074	80467	525	31785
15.486667	59995	481	32072	81287	527	31653
15.493056	60326	469	31981	81297	530	31809
15.499444	60495	476	31916	79802	527	31795
15.505833	60194	468	32022	79568	529	31952
15.512222	60809	477	32001	79460	528	31875
15.518611	60965	474	32130	78511	528	31620
15.525000	60509	472	31986	77746	527	31765
15.531389	60355	478	32033	78158	536	31629
15.537778	60814	475	31864	78952	519	31789
15.544167	60350	470	32068	80777	533	31843
15.550556	60447	479	32078	82289	523	31897
15.556944	60369	474	32066	82389	529	31715
15.563333	60576	471	31924	82325	529	31889
15.569722	60874	477	32012	82519	529	31805
15.576111	60224	474	31948	81917	528	31798
15.582500	59975	469	32016	80719	534	31627
15.588889	60047	475	32008	79874	534	31880
15.595278	60821	476	32037	79686	526	31911
15.601667	60563	469	32125	81942	525	31690
15.608056	60639	480	32039	83837	524	31731
15.614444	61167	476	31962	83434	525	31733
15.620833	60829	478	31986	82599	529	32042
15.627222	61187	471	32036	82297	536	31615
15.633611	61094	473	32108	82455	533	31758
15.640000	61325	473	32082	81418	535	31857
15.646389	61608	476	31954	82031	529	31725
15.652778	61356	477	31932	81396	538	31864
15.659167	61411	478	32086	80971	534	31630
15.665556	61864	463	32025	81628	534	31708
15.671944	62294	479	31917	82614	537	31833
15.678333	61978	470	32000	82444	533	31788
15.684722	61929	472	32014	81914	530	31788
15.691111	62304	470	32064	83409	522	31769
15.697500	62424	473	32047	83004	524	31762
15.703889	62020	473	32092	83180	535	31772
15.710278	62039	479	32076	82942	533	31647
15.716667	62162	477	32159	82104	530	31970
15.723056	62115	470	32184	82076	525	31851
15.729444	61600	478	31966	81658	528	31686
15.735833	61570	477	32014	82481	529	31823
15.742222	61207	475	32134	82650	532	31794
15.748611	60949	476	32112	83014	532	31793
15.755000	61606	474	32066	82948	524	31840
15.761389	61828	469	32130	83525	533	31914
15.767778	62038	474	32142	83962	533	31930
15.774167	62447	470	32168	84838	521	31713
15.780556	62409	479	32008	84555	531	31845
15.786944	62654	473	32182	82830	530	31863
15.793333	62569	480	32071	81669	533	31987
15.799722	62951	480	32171	82557	527	31773
15.806111	63109	486	32140	82068	528	31904
15.812500	63259	477	32121	81808	535	31858
15.818889	63386	485	32147	82850	534	31975
15.825278	63652	474	32189	82587	525	31799
15.831667	63233	481	32143	83186	527	31935
15.838056	63369	479	32121	82997	528	31857
15.844444	62811	470	32063	82849	527	31810
15.850833	62616	471	32152	83908	532	31978
15.857222	62748	468	32092	82794	535	31826
15.863611	63037	472	32114	82881	530	31899
15.870000	63509	471	32161	82685	532	32025
15.876389	63530	475	32129	81620	523	31888
15.882778	63822	479	32170	82225	533	31967
15.889167	63813	480	32141	82320	520	31877
15.895556	63629	476	32066	81770	541	31995
15.901944	63543	472	31960	83478	528	31816
15.908333	63952	473	32111	83248	533	31964
15.914722	64551	479	32083	82410	526	31992
15.921111	63965	475	32215	82719	531	31977
15.927500	64144	477	32190	82214	542	31913
15.933889	64414	476	32214	82812	529	31974
15.940278	64727	478	32063	82856	529	31928
15.946667	65114	480	32071	82727	533	31959
15.953056	64433	479	32195	83089	535	31843
15.959444	64173	474	32103	81931	535	32128
15.965833	64363	474	32137	80680	530	32038
15.972222	64761	474	32109	82510	527	31982
15.978611	64766	474	32191	83569	532	32055
15.985000	64686	471	32140	83533	528	31915
15.991389	64886	472	32111	83163	534	31958
15.997778	64940	481	32023	84005	525	32023
16.004167	64662	480	32084	84932	529	31973
16.010556	64731	467	32237	86456	533	32045
16.016944	65488	475	32082	84647	536	32042
16.023333	65588	480	32180	81921	534	32033
16.029722	65675	468	32085	82826	536	31918
16.036111	65660	469	32103	82258	525	31990
16.042500	65586	481	32096	83342	522	31962
16.048889	65830	477	32121	82694	535	31997
16.055278	65105	471	32319	82777	539	32046
16.061667	64959	471	32020	82933	545	31970
16.068056	64738	473	32166	84572	532	32109
16.074444	64927	473	32068	85590	525	32067
16.080833	65189	477	31960	84578	543	32126
16.087222	64731	479	32105	85003	537	31948
16.093611	65103	479	32123	83974	529	31955
16.100000	65044	471	32044	83560	533	32112
16.106389	65018	470	32078	84115	528	32139
16.112778	65126	486	32076	84521	532	32060
16.119167	65587	478	32106	85020	534	31975
16.125556	65726	476	32097	85789	539	32105
16.131944	65706	477	32013	83850	538	32193
16.138333	65657	479	32110	83602	520	31997
16.144722	65771	473	32135	82672	530	32026
16.151111	65599	477	32075	83764	537	32045
16.157500	65335	472	32009	84480	527	32035
16.163889	65219	473	32061	83719	533	32146
16.170278	65386	480	32212	83243	526	32042
16.176667	65526	488	32061	83884	531	31989
16.183056	65085	479	32092	84957	534	32127
16.189444	65154	478	32101	85042	535	32069
16.195833	65255	473	32096	85123	536	32034
16.202222	64859	475	32234	84880	533	32208
16.208611	65373	469	32116	84845	524	31934
16.215000	65140	480	32196	84446	528	32148
16.221389	64965	476	32132	85782	537	32210
16.227778	64695	474	32145	85586	528	32105
16.234167	64565	472	32135	86346	533	32254
16.240556	64977	478	32218	85740	536	32094
16.246944	64925	478	32055	86472	526	32023
16.253333	64698	477	32122	85999	536	32040
16.259722	64917	476	32119	85273	534	32184
16.266111	65281	473	32164	86307	529	32176
16.272500	65093	472	32250	86200	533	32144
16.278889	65484	469	31984	84971	532	32060
16.285278	65411	482	32102	84012	533	32127
16.291667	64986	477	32064	82698	538	32053
16.298056	65164	479	32094	82784	525	32144
16.304444	65037	478	32122	83709	529	32167
16.310833	65104	479	32113	83685	532	32096
16.317222	65019	476	32218	84983	530	32218
16.323611	65253	472	32106	84798	538	32055
16.330000	65643	476	32061	85085	532	32091
16.336389	66259	478	32101	85255	535	32171
16.342778	66706	475	32137	84166	532	32121
16.349167	66943	472	32169	83694	533	32129
16.355556	66926	476	32095	83800	535	32171
16.361944	66701	470	32065	83172	526	32069
16.368333	66469	473	32118	83372	535	31910
16.374722	66771	476	32070	83711	535	32210
16.381111	66674	484	32075	83503	524	32174
16.387500	66505	472	32108	85355	527	32072
16.393889	67027	474	32128	86140	532	32029
16.400278	67118	471	32152	84826	528	31990
16.406667	66639	474	32120	84829	527	32211
16.413056	66466	476	32035	83952	541	31998
16.419444	66268	474	31995	83476	537	32039
16.425833	66712	477	32170	83690	551	31931
16.432222	66562	470	32022	84371	527	31938
16.438611	66902	475	32015	84509	534	32155
16.445000	67441	475	32081	84151	538	32129
16.451389	66774	472	31996	84271	543	32020
16.457778	66861	475	32116	84422	545	32193
16.464167	66707	477	32160	84184	528	32190
16.470556	66473	479	32205	84088	525	31976
16.476944	66486	476	32147	84162	535	32036
16.483333	66051	474	32227	84413	532	32113
16.489722	66018	479	32248	86856	527	32154
16.496111	65862	471	32155	87686	542	32131
16.502500	65932	472	32162	88849	541	32165
16.508889	65740	473	32265	88933	535	32139
16.515278	65908	475	32187	89796	537	32085
16.521667	66066	471	32312	89286	539	32272
16.528056	65674	486	32245	87865	528	32188
16.534444	65343	476	32169	87961	539	32005
16.540833	65160	467	32209	87752	539	32184
16.547222	65202	471	32160	87313	537	32233
16.553611	65656	481	32207	88568	527	32143
16.560000	65931	471	32127	88966	538	32123
16.566389	66826	478	32157	88907	541	32195
16.572778	66968	475	32103	88244	532	32136
16.579167	66637	485	32182	89438	530	32230
16.585556	66856	474	32125	89289	532	32080
16.591944	66561	483	32097	89355	532	32062
16.598333	66838	480	32231	88415	541	32349
16.604722	66961	477	32078	88953	528	32140
16.611111	66932	475	32320	89721	531	32139
16.617500	67336	484	32243	89035	531	32162
16.623889	66893	485	32207	88419	532	32353
16.630278	66692	472	32100	89463	526	32190
16.636667	66672	484	32157	88604	544	32090
16.643056	66542	471	32104	86989	532	32005
16.649444	66655	481	32160	86814	532	32143
16.655833	66969	480	32238	87539	533	32193
16.662222	67011	476	32190	88334	547	32187
16.668611	66870	476	32263	89386	532	32238
16.675000	66423	476	32179	89217	529	32100
16.681389	66542	480	32238	89332	533	32113
16.687778	66628	472	32335	90038	538	32198
16.694167	66991	477	32195	90903	542	32117
16.700556	66811	472	32199	90534	537	32263
16.706944	67187	486	32107	88874	531	32144
16.713333	67132	480	32153	88567	534	32163
16.719722	67146	479	32250	88161	531	32169
16.726111	67208	479	32255	88720	531	32088
16.732500	67240	479	32280	88289	535	32117
16.738889	67369	482	32104	88491	533	32224
16.745278	67627	475	32208	90322	532	32149
16.751667	67193	468	32206	90041	535	32134
16.758056	67389	475	32173	90295	533	32132
16.764444	67188	467	32216	89579	541	32133
16.770833	67269	484	32148	89969	537	32174
16.777222	67543	475	32257	89323	541	32133
16.783611	67534	483	32184	88523	539	32127
16.790000	67637	470	32239	90093	535	32205
16.796389	67579	476	32258	90650	530	32145
16.802778	68331	477	32310	89504	537	32275
16.809167	68001	477	32206	89800	541	32201
16.815556	68123	476	32209	91022	540	32092
16.821944	67661	481	32265	90315	534	32180
16.828333	67696	472	32290	91110	529	32331
16.834722	67914	466	32314	89422	535	32043
16.841111	68678	476	32260	87975	540	32221
16.847500	68736	485	32272	88419	533	32127
16.853889	68707	481	32206	89426	532	32070
16.860278	68995	482	32270	89387	539	32225
16.866667	68950	471	32286	90526	537	32203
16.873056	68988	474	32342	90561	536	32137
16.879444	68675	478	32277	90252	536	32051
16.885833	69227	475	32300	91165	533	32284
16.892222	69243	489	32178	89637	535	32087
16.898611	69640	479	32226	89219	536	32228
16.905000	69296	474	32117	89103	533	32351
16.911389	69466	474	32083	89781	537	32193
16.917778	69052	481	32041	89206	532	32106
16.924167	69087	472	32289	89813	542	32257
16.930556	69272	488	32238	89543	534	32217
16.936944	70081	477	32202	89791	535	32258
16.943333	70349	478	32227	89847	528	32240
16.949722	70688	482	32115	89909	547	32141
16.956111	70944	480	32352	90450	530	32133
16.962500	70931	482	32078	90269	533	32085
16.968889	70468	483	32125	89775	547	32158
16.975278	70480	480	32329	90178	537	32142
16.981667	70203	473	32242	91620	536	32165
16.988056	70283	477	32109	88593	535	32157
16.994444	70012	474	32190	89211	537	32310
17.000833	69881	487	32267	90696	537	32419
17.007222	70400	471	32270	91280	535	32207
17.013611	70380	479	32283	89301	542	32194
17.020000	69750	480	32201	89102	536	32120
17.026389	69571	480	32174	90656	539	32109
17.032778	69797	481	32181	91340	537	32135
17.039167	69689	479	32351	89677	536	32154
