Time	B02	B03	B04	B05	B06	B07	B08	B09	B10	C02	C03	C04	C05	C06	C07	C08	C09	C10	D02	D03	D04	D05	D06	D07	D08	D09	D10	E02	E03	E04	E05	E06	E07	E08	E09	E10	F02	F03	F04	F05	F06	F07	F08	F09	F10	G02	G03	G04	G05	G06	G07	G08	G09	G10
0.996667	67456	72859	71861	72106	75639	74078	74150	74256	75661	66751	69403	73027	73192	77085	80347	78932	78823	81989	68728	74105	77742	34339	33682	33813	36408	35391	36228	33263	33040	33491	34130	32402	33348	34945	35886	35013	35715	34808	34754	77104	76559	79103	37943	37352	35973	38343	37629	36951	72694	73700	71132	69430	68563	69912
1.009444	68837	73900	71566	71931	75732	74782	74455	73279	76228	67147	68548	72626	73023	77529	82093	78984	79254	82861	68520	72943	77636	33772	33376	33615	35775	35180	36353	33358	32874	33998	33476	33161	32811	34929	36179	35923	36022	35043	34860	78189	76674	78264	36532	37441	36331	38214	37507	36626	72852	74589	71463	69310	69156	70114
1.022222	67824	73455	72253	72043	75266	74670	73433	73475	75639	66721	70914	72731	73319	76659	81266	78999	79627	81999	68803	74025	76967	34015	34184	34015	35203	35152	36520	33486	33865	33299	33590	32397	33052	35599	36044	35256	35472	35026	34593	78445	76762	78372	37394	37087	34773	37992	37360	36384	73228	73488	71378	70874	68256	69862
1.035000	68927	73150	72110	71681	74903	75366	74602	72928	75463	66898	70187	72003	73828	77882	81866	78978	78660	83221	68428	73363	77033	33942	33821	33727	35810	35442	35951	33134	33239	33668	33469	33267	33058	35836	36354	35618	36740	35795	34960	79223	76360	79007	37550	37106	36253	38630	36822	37259	73224	74438	71498	69893	68386	70088
1.047778	68356	73173	71505	72623	74775	74358	73452	73247	75279	67332	70866	71957	73187	77139	81377	79427	78353	82055	68774	73792	77576	34565	33881	33916	36382	35255	36234	32941	33079	34080	33480	32610	33417	35010	36874	35470	37501	35039	35032	78446	76499	79669	37599	37311	35884	38029	37562	36625	73142	74586	71581	69789	68950	69593
1.060556	68403	73347	72291	72291	74973	74097	74388	73486	75706	66657	70984	72816	73062	76408	81151	79082	78445	82642	70440	74741	77251	33607	33742	34131	36120	35354	36131	32905	33953	34064	34504	33292	33738	35574	36129	35396	37066	34914	35789	79266	76429	78958	37550	37487	35920	38000	37864	36521	74118	74914	72590	69920	69036	70799
1.073333	68040	73032	71783	72458	74921	74681	74550	73013	75985	66813	69927	72263	72528	77941	81173	79362	79209	82384	69668	74009	77477	33881	34265	33983	35851	35024	36545	33576	32850	33886	33540	33143	33413	35654	36558	36014	35763	34554	35232	79180	77566	80106	37387	36914	36454	38576	37658	36581	73345	74223	72562	69784	68344	69307
1.086111	68149	74578	72098	71959	74938	74508	74407	73146	76501	68337	69103	72755	73619	77899	81932	78755	79584	81978	69378	74549	76437	33729	34065	34283	35688	35341	36608	33575	33821	33996	34230	33232	32957	35944	36656	36000	36500	35437	34614	79474	76260	79920	37449	37089	36313	38182	37912	36765	73964	75098	72280	69905	70155	70979
1.098889	67855	74088	71509	71613	75036	75236	75583	73381	75635	67653	70672	71544	73029	77632	82531	79353	78644	82069	69908	74908	77440	34475	33827	34054	36326	35262	36705	33347	33300	34000	33268	32840	32750	36360	35860	35524	36641	35056	35725	80041	76267	79329	37355	36860	36065	38308	37150	37272	73503	75425	72749	70783	69410	70172
1.111667	68141	74737	72051	71223	74729	74710	74928	72671	76049	67377	69667	72240	72884	76803	82099	79673	79421	81919	70529	73771	77887	34270	34263	34570	35696	35888	36973	33554	34165	34761	33395	33063	33394	36198	36432	35528	36846	34878	35404	80092	77752	79255	37537	37647	35950	39144	36746	37872	73816	74852	72228	70195	70062	69224
1.124444	68775	74371	72108	73233	75052	75260	74132	73626	76194	67740	70138	73128	72817	76648	81645	79488	78948	82685	70395	75203	78578	34248	34443	34625	35357	34795	37166	33213	33210	33100	33835	32430	33375	35610	36057	35296	36379	35456	34876	80387	77326	79032	37465	37289	36091	38073	37560	36513	74319	75496	72599	70565	69284	70539
1.137222	68229	72772	71790	73234	74123	75432	75214	73783	76481	68013	69974	72596	72854	75845	82422	80029	80918	82716	69877	74384	76584	34312	34390	34487	35367	35701	36809	33404	33784	34143	33508	33446	33662	36384	36109	36118	35900	34624	34984	80219	78353	80462	37670	36872	36322	38685	36343	37573	75386	75903	72479	71221	68768	71156
1.150000	68682	73061	70930	72511	75208	74749	74454	73235	75808	69283	70065	71482	72625	76919	81043	79093	78424	83242	70717	74869	76621	34061	34086	34440	35833	35209	36866	33412	33694	34744	33818	33001	33620	35808	36083	35085	37310	34909	35411	80566	77192	79719	37273	37547	36901	38237	37582	36542	74433	74789	73003	69573	69729	70742
1.162778	68968	73918	71834	71113	74032	75703	74876	72555	75100	68025	70152	72772	72552	76633	81445	78654	80427	81783	71150	74575	77782	34471	34450	34563	35999	35615	36651	33328	33765	34118	34290	32752	33125	36395	36541	35828	35814	35106	35866	80657	78440	80233	37632	37758	36651	37782	37560	37690	73934	76324	72786	70314	69748	69802
1.175556	69238	74242	72326	71987	75148	76432	75150	73141	77560	68291	70035	71836	72329	76835	82182	79206	79975	84613	69787	74816	77199	33790	34291	34578	35938	34989	36447	33755	33579	33761	33403	32938	33791	35460	36126	34990	35893	34842	34983	81241	78347	80784	38597	36978	36246	38846	37276	37399	74255	75893	73073	71463	70146	71357
1.188333	68424	74135	71933	71995	73059	75735	74018	73254	76782	67252	69719	71781	73671	77479	81262	79302	80001	83323	70139	74996	78460	33541	34458	34799	36363	35373	37358	33211	33106	34105	33837	32433	33100	36032	36966	35432	36623	34409	35367	80948	77556	80187	37990	38169	36722	38379	37554	37761	74373	76525	73381	70712	70253	70850
1.201111	69243	74557	73020	72166	75349	74399	75817	73370	76650	67178	69301	71749	72766	76641	81349	79335	79114	82182	70279	75190	78537	34357	33612	34784	35452	36157	37151	33239	33616	33725	33831	33194	33276	36157	36468	35711	36041	35158	35628	82187	78273	80787	38288	37525	36118	38843	37884	36943	75699	76318	72922	70906	71340	72026
1.213889	68156	74274	71698	72404	74715	76299	74483	73397	76611	67746	69745	71574	73371	75928	81373	79144	79805	83054	70809	74003	77652	33942	33932	35110	36672	35887	37699	33124	33745	34489	33525	33009	33325	35568	36216	35786	36252	35306	34876	81672	78505	82089	37873	37857	36135	38272	37715	37053	76026	75906	73974	71744	71018	71075
1.226667	67793	74384	72592	71577	74017	74112	73103	73854	76507	68015	69744	69824	73109	76700	81005	79048	80407	81838	69949	74492	77612	34430	34110	35240	36782	35982	36839	33508	33841	34027	33947	33097	33504	36422	36649	35506	36519	35651	35593	81897	78586	81246	37277	37201	35864	38081	38256	37086	75968	75974	73686	70856	70401	71675
1.239444	68634	74032	71111	71895	75104	75879	74343	72862	76693	67384	68385	71722	73922	78159	82218	80366	80107	83096	70809	73348	77442	33850	34334	34570	36590	36175	36875	33162	33816	33433	34132	32812	33594	36075	36071	36119	36053	34782	35541	81259	78392	81105	38038	37303	36418	38090	37719	37950	74848	75426	73862	71305	70375	70191
1.252222	68390	74178	71621	72432	73511	75382	74482	72552	76800	68009	69984	71464	72414	76994	81403	79151	79633	82495	70827	75064	76945	33688	34389	33986	36024	36184	36905	33486	33278	33973	33619	32856	33437	36521	36323	35335	36687	34682	35172	81861	78325	79867	37757	37463	36179	38581	37611	37146	76520	76084	72533	72309	69892	72038
1.265000	67516	74897	72205	74272	75028	75094	74984	74225	76494	66604	70685	70553	73167	77456	83041	79597	79684	82728	70774	74824	75992	34891	34882	34229	36137	36375	37280	32956	33265	34332	33957	34029	33782	36691	36479	35949	35802	35370	35527	82329	79569	82212	37873	37344	36112	38653	37527	36965	76269	76411	72941	70852	70769	70743
1.277778	68117	75083	72811	72596	73798	75673	74469	74167	76724	67298	70255	71262	72987	77845	81827	78726	80031	83471	69802	73875	77461	34710	34502	34394	36277	35479	37085	32777	33351	33487	33411	33008	33462	35779	36269	36190	36413	35357	35773	82505	79506	82731	37668	37820	36175	38526	37635	37588	75963	75063	74046	71301	70602	71863
1.290556	66719	74867	71465	73835	73539	75405	75054	73266	77654	67329	69141	71063	71593	76288	81869	78688	80477	83366	70272	73269	78168	33613	34382	34764	36376	36653	37012	32740	33373	34332	34078	33618	33563	35675	36301	36229	36899	34814	34981	82878	78994	81037	37288	37208	36769	38665	37608	36862	75684	76241	73693	71433	70763	71229
1.303333	69198	74708	71918	72407	74199	75690	74476	74539	76476	67841	69668	71672	73628	76898	80869	80059	81053	82887	70435	74138	75573	33571	34984	35092	35741	36270	36912	33350	33955	34239	33710	32551	33115	36331	36774	35232	37031	34991	35674	82613	78547	81903	37214	38069	36460	38692	38132	37173	75492	76196	73347	70182	70916	70969
1.316111	68840	76368	72344	71725	73888	76547	74578	73884	77894	68214	69497	72021	73618	77008	81882	78962	79510	83184	70481	73681	76841	34349	34683	35176	36941	35661	37156	33409	33846	34092	33795	33531	34153	35480	36470	36550	36175	36064	35460	82079	78667	81248	38294	37418	36865	38864	38189	37368	76354	76984	73917	72202	71758	71376
1.328889	67841	75156	73332	73969	74294	75474	74134	73862	77680	68034	69605	71464	72789	77316	82400	79932	80282	83086	71307	73067	77059	34365	34598	35355	36454	35985	36969	33244	34501	34282	33986	33201	33562	36259	36556	35839	36642	35514	35031	83340	80283	81179	38053	37394	36506	38540	37987	37206	75821	75971	74461	72050	70442	71675
1.341667	69453	75865	71790	73250	73911	76315	73668	73383	78034	68149	69092	71161	73505	77054	83066	79799	79505	83231	70072	74073	76327	34499	34531	35188	36242	36051	37812	33655	33233	33542	33787	32671	33267	36048	36477	35768	36668	35632	35809	83041	79804	82075	37284	37386	35837	38985	37748	36950	76345	75636	74151	71473	71064	72449
1.354444	68179	76142	72253	72322	73479	76900	74872	74494	78465	66882	68900	71725	73086	77099	82810	79718	79617	83994	70365	73114	75891	34204	34608	35387	36652	36008	37642	33686	34031	34489	33789	32743	33128	36370	36593	35763	36497	35021	35059	84081	79044	80957	37214	37108	35853	38508	37868	37547	76850	76585	74703	71721	70344	72455
1.367222	68379	76428	72187	72994	74735	75619	74877	73986	77501	67470	69386	72127	74318	77769	83450	79712	80194	84339	71377	73901	77290	34354	34727	34843	36153	36031	37700	33444	33909	34059	33948	33029	33254	35808	36758	35674	37361	34886	35955	83959	80217	82115	37527	37847	36310	38848	37723	37213	76518	75921	74060	72566	71340	72688
1.380000	68803	76395	72854	73502	75374	76309	76628	74234	78326	68081	69570	71581	73904	78057	82663	78854	80648	83802	70163	72981	76207	34435	35220	34755	35497	36078	37721	33325	33398	33530	33621	33215	33494	35698	36716	36254	36753	35482	35387	83525	80476	83344	38029	37934	35959	38502	37245	37331	77257	76466	74322	72470	70791	71695
1.392778	67809	76207	73066	73278	74825	76706	76150	75154	78645	67430	68892	72050	73544	77136	82680	79433	80454	82207	70562	74117	76621	33876	34774	34908	36332	36647	38340	33517	33832	33852	33590	32769	33833	36154	36877	36007	36914	34963	35485	84810	81303	83429	36987	37869	36285	39217	37453	37451	75972	76314	73579	72572	71920	72666
1.405556	67704	76578	72271	72156	73935	76770	75369	73636	78049	67761	70367	73069	73515	78200	82590	78499	79123	84154	70850	74499	77484	34625	34731	35247	36526	36125	37518	33048	33674	33842	33066	32899	33564	35952	36760	35805	37566	35233	36163	83763	80595	83877	37615	37598	36319	38674	38073	37255	75915	77129	74231	71993	71309	72374
1.418333	68668	76583	71675	71749	74645	77232	75728	74918	76996	67596	69771	71486	74680	78227	82774	80594	79154	84795	70799	74289	77950	35009	34995	35304	36175	36317	37179	33425	34175	34540	34176	33082	32933	35715	37048	35676	37003	35761	35857	85699	80126	83026	37860	37521	36761	38741	38404	37638	76856	76942	74244	71900	71137	72710
1.431111	68892	77513	72100	71120	74936	76369	75467	74764	77722	68026	69071	71729	73612	77542	82597	79296	80112	84723	70579	74171	77026	34585	34334	35424	36952	36566	38688	33433	34059	34054	34474	33377	33502	35908	36586	35669	36983	35275	35256	85850	80741	83601	37948	37297	36254	38761	38259	37555	77229	77589	74180	72393	71142	73202
1.443889	68949	76937	72487	72460	74201	76857	76037	74985	77734	68214	69112	71428	72652	78471	82864	79205	81281	84610	70813	73525	76519	34004	34551	35957	36503	36081	38656	33344	33798	34016	34101	33415	33492	36345	36146	35893	36359	35633	35076	85251	80447	83376	37885	37496	36527	39043	37789	36410	77334	77205	73198	72141	71697	72851
1.456667	68664	75930	72509	72298	73883	75671	75951	74021	77471	67043	69436	71047	72214	77649	83466	80281	80222	83112	71084	73103	76794	34125	34648	34848	37078	35748	39132	33634	33869	34604	33343	33112	33801	35609	36670	35913	36714	35102	35687	85631	80196	82874	37793	37477	36114	38693	38176	37367	76878	77033	74568	72450	70828	72717
1.469444	69618	76983	71888	72484	74289	76396	74572	74129	78325	67191	68967	71812	73629	77669	82353	79606	80518	83473	70307	73032	76113	34201	33975	35697	36905	36108	39796	33874	33129	33856	33753	33541	33605	35953	36305	35420	36771	35613	35761	85359	81607	83041	37287	37336	36633	39577	37657	37373	76645	77701	74055	71819	71696	72702
1.482222	68328	77701	72950	72032	74108	75509	75428	73666	78593	66780	69075	71584	74586	77724	82998	80220	80603	84811	71386	71904	76464	34118	34790	35460	36430	35540	40069	33313	33773	33881	34231	33615	33500	35890	36663	35587	37292	35524	35852	85724	79710	83869	37492	37239	35950	39032	37912	37476	77724	79125	74708	73018	71758	72170
1.495000	69868	77196	72322	72049	75462	76155	74829	73941	79213	68123	69149	71375	73816	78383	82978	79471	80458	85339	70924	73907	76110	34124	34936	35186	36449	35942	40532	32883	33763	34765	34151	33613	33330	36639	36580	35827	36368	35205	35303	85249	81977	84830	38716	37976	36030	38575	38295	37527	76820	78634	74354	71462	72648	72436
1.507778	69799	77275	72452	70798	74866	76822	75773	73918	78324	67568	68434	71994	73484	77572	83929	79647	80127	85078	70207	73441	74955	34829	35143	35269	36781	36356	40571	33481	34194	33640	33879	33035	32886	35491	37084	36204	37104	35519	35709	85564	81689	84438	38134	37636	35814	38684	37639	37287	78147	78264	73991	73663	71984	71399
1.520556	69714	77268	72065	72470	74264	76864	75318	74800	78769	66545	68901	72167	73912	78802	83138	79852	80592	87135	70838	72889	75210	34158	35017	35768	36924	36092	41385	33552	33555	34164	34653	33292	33749	36083	36582	34833	36868	34768	35179	85765	81316	84853	37961	37391	37000	39130	37372	37151	77526	77646	74951	72751	72536	71902
1.533333	68887	77665	72064	72006	73517	76707	75587	74548	77680	67377	68265	72372	73398	78524	83601	79461	80774	86841	70266	74019	76714	34383	34966	35988	36744	36137	41782	33501	33589	33975	33579	32738	33423	35984	36779	35756	35854	34965	35300	86225	82145	84798	37826	37969	36542	38970	37941	36946	78259	78002	74829	72607	72421	72988
1.546111	68509	75895	72603	72203	74504	77192	75237	75181	77783	67717	69678	71655	74687	79358	83587	80454	81336	86224	71123	73316	76413	34397	34149	35665	37109	36277	43150	33564	33548	33760	33709	33341	33359	36246	36944	35685	36392	35575	35111	86809	81761	86132	37627	37849	36477	39026	38036	37580	77593	77755	74522	72870	71631	72725
1.558889	69134	76928	73322	72697	75172	76868	76485	74737	78840	68248	68240	72230	73465	77869	83691	79082	81161	85801	70582	72677	77761	34833	35422	35570	37741	36285	44278	33907	33736	34547	34069	33061	33845	35619	36921	35839	36027	35783	35600	86751	81299	83444	37644	37719	36886	38972	38018	37804	78940	78124	75446	72822	72019	72117
1.571667	70145	77390	72295	71581	73824	76615	75722	74538	78387	68864	68728	71508	72852	79824	85148	80077	80349	87341	71567	72256	78283	34367	35338	35837	36639	36745	45815	33379	33734	33874	33750	33210	33076	35397	36069	35691	37090	35358	35398	87021	81531	85758	38107	37227	37054	38753	37836	37714	78604	77261	75051	74011	72348	73197
1.584444	69006	76772	72762	72806	73972	77280	75451	75338	78382	67149	69565	72412	74603	78692	83912	81260	81343	86975	70434	72988	77199	34544	35283	36596	36731	35994	47170	33989	33387	34283	33746	33039	32845	37136	36454	35742	36584	34859	35553	87973	82628	85643	38018	37098	36787	38522	38092	37920	78945	79011	74691	72630	72104	72464
1.597222	69050	76670	73153	72174	74526	77742	75617	74449	78732	66371	69232	71773	75020	78589	84522	79343	80164	86120	71175	72663	77354	34569	35562	35687	37062	36899	47741	33402	33172	33972	33466	32772	33916	35742	35946	36415	36586	35187	35320	86726	82340	84655	37902	37322	36158	38654	37648	37868	78382	79087	74306	72679	72824	73130
1.610000	68843	77283	71862	71426	75283	77511	76013	74690	79836	68023	68609	72326	74257	77002	84786	79756	79986	88049	70483	73750	76136	35263	36060	35397	37357	36441	50128	34017	33202	33956	34117	32741	33136	35943	37086	36138	37190	35776	35765	87006	81591	86765	38236	38229	37021	39750	37721	37153	78581	78230	75392	72951	72083	73941
1.622778	69733	76996	72042	71373	75504	76855	74941	74760	79321	68080	69790	72161	73996	78430	85156	79476	80543	87455	71297	72664	77323	34596	36276	36181	37163	36697	50695	33984	33857	34086	34675	33389	33127	35930	36186	35891	37528	34983	35352	87450	82954	84323	38458	38694	37031	39759	38267	38065	77794	78941	75058	73278	72583	73484
1.635556	69589	79023	72394	71675	75062	76653	75850	74586	78862	68846	69719	71823	73928	78943	85874	80926	81799	86779	71913	73066	76659	33971	35702	36097	37337	37345	51726	33470	33430	34203	34032	33766	33908	36138	36367	35515	36981	34414	35680	89208	83533	85416	37683	37809	36844	39461	38131	37380	78415	78013	76175	73635	73262	73555
1.648333	69754	77785	74278	72273	75706	77573	75907	75366	79869	68429	69649	73501	75148	78753	86747	80927	81912	87005	70579	71835	76534	34547	36511	35504	37453	36714	53160	33623	33469	34101	33294	32906	32807	35665	36592	35435	36997	35112	35494	88202	81697	87347	37953	37767	36744	39186	37887	37171	78048	78791	75916	73421	73260	72773
1.661111	70176	78370	71820	73355	75652	77566	76431	75634	79448	68758	68780	72528	74813	79497	87093	80740	81704	87406	70817	72284	77845	34410	36817	35795	37775	37288	54063	33887	33498	35131	34401	33423	33333	35884	36365	36112	37570	34744	35982	87895	83853	86208	38175	37174	36125	39537	38476	37477	78404	78563	75554	74132	72824	73729
1.673889	70166	77285	73405	72162	74437	77364	75530	74488	80297	67653	70299	71535	74334	79093	86977	81199	81389	88122	71197	73516	77645	34788	36415	36589	37807	37079	55197	33387	33864	34121	34128	32377	33558	36061	37116	36028	37533	35957	35604	87619	83399	85499	37754	37844	36602	39379	38833	37655	78370	78927	75317	73279	73188	73559
1.686667	68837	77700	72875	73507	75293	78004	76714	74990	79808	68601	69249	71814	75725	79108	85348	80978	81150	87664	71483	72983	78311	34589	37331	36727	38129	38895	55754	33180	33794	34547	34240	33082	33547	36246	37385	35886	36825	34950	35192	88415	83489	86975	38015	37090	36892	39548	37841	37288	79382	79179	76843	73625	74169	72776
1.699444	69718	79023	73445	73551	75202	78417	76172	74862	79841	68462	68943	73362	74332	79792	85400	80602	81706	88075	70351	72965	77824	35024	37254	36479	38549	37962	57086	33870	33176	34290	34045	32863	33616	35846	37172	35774	37810	35338	35513	88322	83211	87629	38187	37618	37142	39613	38309	37287	78643	79303	76110	74301	73033	72807
1.712222	69378	78310	73709	72890	75284	77889	75723	75133	80928	68271	69747	73296	74560	79581	85859	80678	82573	88102	70794	72163	77841	34744	38140	36444	38815	38505	57838	33149	33860	34532	34937	33186	34161	36817	36372	36397	37312	35298	35795	89071	83462	87696	38543	37831	37312	39508	38415	37615	79684	79007	76409	74408	73794	73483
