Time	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12
1.645000	163388	157524	155727	152706	148593	157623	20920	17414	16437	16903	15291	17582	15593	15762	15692	17059	16089	17358	17605	19284	17137	19273	18175	22616	20696	20592	21217	22109	21397	22181	34783	35191	34958	34595	33954	35850	71163	71856	72800	72126	77396	73853	58775	63516	33418	62331	37521	75447	15019	17456	15491	15698	15502	16348	15476	15695	15434	15571	15399	15954	16298	16689	15474	15490	17123	16493	18275	18661	17851	18554	17846	18836	24521	24473	25022	25518	25347	28002	52621	56900	53369	54170	52519	53773
1.684167	164803	156420	156089	153469	145275	155435	20024	16899	16590	16961	15404	16840	15664	16067	15671	17581	16193	16628	17813	20139	17211	19767	18165	22484	20848	20881	21417	21493	21358	21391	34662	34655	34825	34174	33569	35683	71715	71892	72173	71829	77279	74265	60044	66830	34674	63763	40536	76637	15159	17845	15407	15570	15157	16373	15538	15171	15505	15654	14905	16300	16706	16476	15381	15989	17409	16381	17876	18419	18628	18036	17740	18575	24713	24952	24449	25610	25054	28114	52089	56734	53533	54030	51997	53825
1.723333	163409	154520	154186	154026	147296	157276	19167	19328	16279	17226	14997	17556	15311	15531	15455	17249	16070	16283	17745	18261	17044	18944	18536	21972	21010	21202	21144	21547	21681	21530	34586	35192	34399	34644	33955	35720	71120	72487	72625	73508	77961	73979	59615	67926	37424	65292	41637	78551	15299	18023	15200	15478	15408	16146	15997	15246	15313	16461	14956	15995	16663	16400	15633	16179	17251	16191	18059	18480	18556	17866	17773	18669	24686	24566	24543	25280	25433	28305	52565	56398	52390	53079	52040	52994
1.762500	162054	151618	153608	151883	146802	156839	20527	17301	16259	17108	14461	17170	15763	15924	15469	16652	16252	16406	18070	22195	17178	18885	18485	21730	20988	20753	21242	21256	21706	21742	34655	34833	34568	34225	34010	34940	71344	71385	73035	71953	77672	74283	59324	69118	39043	67217	43081	77631	15086	17416	15795	15275	15430	16209	15782	14948	15639	16317	15138	16097	16705	16589	15490	16038	16917	15870	18222	18006	18164	18396	18177	18313	23915	25158	24692	25296	25976	28501	51759	56260	53417	54145	51853	53071
1.801667	158941	150874	154769	153611	148295	157009	20890	17978	16265	17103	15173	17322	15660	15755	15790	17025	16277	17234	18123	19397	17085	18922	18537	21451	21173	20806	21387	21901	21533	21724	34702	34652	35226	34033	33806	35636	70259	71849	72438	71613	77462	75210	59999	70472	41531	66941	46434	76582	14973	17271	15587	15855	15111	15769	15251	15407	14945	16645	15185	15962	16584	16834	15377	16018	16858	16415	17791	18565	18321	17535	18045	18497	24810	24427	24997	25348	25270	28099	51774	56016	53393	53403	52246	52887
1.840833	158758	153275	153850	153034	148821	157306	21357	17716	16607	17095	14995	17515	16026	16201	15640	16765	16296	16938	17770	19672	16888	19110	18765	21267	21047	21033	21061	21762	21694	21584	34420	35106	34558	33953	33819	34231	71596	72243	72413	72840	77697	74471	60263	72272	43896	68470	47828	77685	15466	18018	15567	15390	15170	16031	15528	15319	15261	16016	15488	15937	16587	16131	15345	15936	17217	16396	18032	18211	18161	17793	18216	18264	24518	24868	24958	25407	25013	27639	51382	56649	54249	53966	52454	52941
1.880000	159868	148449	154756	155825	148683	157324	20702	20034	15987	16861	15147	17303	15638	16204	15425	16912	16540	17450	17909	19183	17377	19058	19301	21707	20948	21259	20956	21682	21346	21895	34418	35147	34982	34752	33393	35364	71781	71451	72167	72047	77383	74890	60824	71415	46529	68813	50535	76949	15372	17637	15527	15336	15258	15437	15239	15324	15213	16216	14773	16026	16310	16666	15187	16152	16908	16320	18135	18164	18128	18050	17823	18246	24425	24575	25384	25471	24956	28063	52208	57642	53796	52969	51902	53514
1.919167	157231	146216	157497	154651	150365	155864	21330	18331	16124	16832	14724	17141	15989	16063	15578	16808	16272	16792	18206	20804	16731	18701	19437	21216	20853	20935	21129	21228	21235	21811	34617	34440	35078	34383	33504	34896	70569	71547	72807	72729	77493	74311	60053	74077	48246	70202	52907	76230	15413	18170	15544	15358	15407	15988	15394	15335	15358	15955	14842	15581	16914	16181	15426	15759	16869	16231	18084	18109	18388	17946	17840	18393	24484	24854	25103	25372	25657	28625	51633	56428	53112	54007	52389	53709
1.958333	156732	145006	155794	155447	149392	159226	22186	18320	16307	17010	15102	17478	15343	15776	15656	17213	16432	16656	17773	19385	17042	18813	19587	21736	20841	21149	21253	21596	21592	21464	34318	35005	34837	34647	33351	35380	71048	71511	72806	72527	76696	74558	61150	76527	51560	69211	55660	77266	15410	18771	15259	15325	14990	15992	15417	15336	15635	15565	14839	15740	16766	16501	15646	15723	17015	16499	17789	18244	18485	18214	17687	18689	23894	24682	25053	25549	25242	28270	52454	57541	53421	52965	51268	53677
1.997500	157934	145100	155447	153007	151961	157558	22148	20708	16385	17386	14993	17529	15501	15906	15458	16960	16321	16755	17839	18770	16885	18569	19333	21326	20670	21396	21522	21095	21062	21613	34602	35632	34679	34604	33600	35320	71100	72516	73658	72685	77097	74327	60123	78442	52841	68710	55061	78252	15007	18428	15290	15175	15135	15943	15460	15286	15542	15855	14814	15795	16438	16436	15629	15637	16903	16304	17988	18178	18436	18150	18022	18176	24793	24669	24584	25339	25277	27584	51046	56981	53564	53391	51881	53071
2.036667	153498	143404	155589	153472	153478	159195	24591	20749	16585	17953	15089	17566	15354	15858	15579	16605	16253	17106	18013	18965	16665	18883	19311	21449	20716	21492	20995	21569	21296	21737	34968	34627	35248	34618	33487	34727	72334	72428	72815	71906	77202	74016	60680	78261	53438	68699	59273	76755	15055	18953	15168	15414	15301	15978	15353	15134	15446	16717	14807	15276	16628	16205	15559	15633	16806	15862	18085	18163	18317	17911	17981	17976	24180	25017	24753	25206	24976	27327	52549	57438	53726	53739	51736	52997
2.075833	153077	142099	154654	153889	152578	156774	23098	20356	16280	17134	14951	17229	15120	15869	15593	16848	16525	17402	17626	19955	17101	18980	19721	20909	20608	21136	21172	21577	20916	21981	34169	34883	34745	34269	34165	35510	71126	72124	73780	72974	77723	74701	61605	76327	54474	68865	61060	76614	15120	19474	15399	15424	15571	15986	15739	15082	14943	16057	14796	15466	16274	16803	15018	15338	17338	15797	18131	18408	18324	18190	18020	18084	24600	24648	24330	24880	25001	27501	51636	57151	53194	53239	51946	53446
2.115000	154620	140072	156876	152704	156009	157213	22185	21104	16394	17886	15392	17057	15562	15475	15372	16251	16215	17797	17785	19750	16850	19040	20128	21076	20421	21062	21089	21371	21581	21797	34081	34501	34444	33970	33834	34614	70639	72365	72634	72826	77235	74775	61481	77823	58119	69872	61709	76339	15244	18497	15281	15140	14896	15863	15608	14958	15039	16353	14620	15234	16245	16587	15102	15876	16843	15940	17833	18029	17508	18537	18172	18382	24570	24521	25063	25012	25490	27303	52480	57385	52899	54180	51506	53734
2.154167	152230	140537	155425	149830	156613	157464	22540	21324	16481	17823	15206	17139	15355	15811	15729	16493	16459	17145	17689	17881	16606	19047	19566	21303	20711	20993	21355	21032	21333	21565	33917	34634	34659	34400	33445	35233	71154	72277	72602	72088	77711	74191	61260	81660	57759	69787	62267	76897	15227	19016	15749	14919	15405	15857	15510	15200	15168	15337	14731	15806	16317	16554	15316	15786	17089	16219	17690	18319	18225	17961	17793	17867	24598	24319	24758	25552	24936	27309	52244	56705	53490	53345	51425	53558
2.193333	152433	140751	152662	149132	155634	158142	25025	21760	16282	17362	15427	17875	15213	15720	16077	16282	16364	17513	17924	25150	16761	18916	19321	21755	20743	21084	20698	21368	21133	21796	34231	35256	34825	34706	33614	35147	71447	72708	73062	72937	77537	74295	60802	77284	58867	69102	63622	76370	15382	18291	15554	15015	14988	15902	16069	15024	15285	16497	14752	15385	16609	16048	15184	16202	17273	15494	18082	18285	18116	17829	17664	18218	24253	24832	24834	25177	24709	27620	52625	57408	54026	52975	52139	53366
2.232500	150684	140221	154171	148840	154977	161731	26488	21782	16278	17553	15388	17649	15711	15557	15423	16510	16379	16838	17983	18003	17152	18855	18575	21066	20430	20487	21056	21268	21450	21823	34584	34649	34569	34150	34132	35518	71465	73041	73068	72982	77998	74822	60617	81117	59657	68926	65350	76291	15613	19342	15776	15095	15394	15767	15548	14959	15052	15523	15145	15272	16585	16207	15277	15561	17150	15869	17557	18340	17736	18171	17545	17972	24380	24066	24887	25276	25178	27461	52551	57254	53571	53582	52202	53823
2.271667	149985	140350	152865	147632	155788	162034	24071	22685	16144	17097	15530	16844	15467	15645	15636	16892	16714	16639	17328	17793	16704	18814	18444	21091	20335	21048	21208	21695	21186	21155	34744	34849	34106	34642	33952	35616	71928	72582	72119	72681	77470	75594	61434	79147	63794	70162	69082	75750	15735	19159	15693	15458	15196	15897	15553	14886	15460	15719	15343	14973	16465	16152	15164	15807	17185	15962	18092	18104	18109	18085	17770	17884	24637	24806	24715	24973	24678	26921	52192	57852	54221	53457	52746	53513
2.310833	149865	139015	153203	145263	153455	161568	27537	20335	16084	17682	15384	17112	15520	15414	15834	16695	16184	17287	17624	17743	17011	18346	18174	21083	20397	20879	21419	21692	21223	21724	34121	35022	34193	34811	33975	34851	71686	72704	73391	72753	77486	75089	61861	80111	65715	69715	68738	75242	15512	19794	15382	14714	15366	15970	15402	15435	15173	16255	15394	15066	16060	16194	15078	15647	17313	15846	18101	18474	17685	18204	17885	17977	24607	24755	25211	25166	24482	27390	51401	56538	53851	54105	51882	53368
2.350000	149481	137237	152089	146390	155267	161633	26338	22334	15882	18001	15201	17012	15641	15672	15875	17276	15937	17082	17888	18182	17271	18728	17964	20783	20480	20856	21312	21107	21984	21553	35157	35724	34357	34899	33684	34639	71310	72770	73062	72707	78094	74603	61290	78687	65136	71891	70606	75173	15163	18435	15460	15209	15396	15977	15728	14933	15419	15316	14696	15120	16078	16371	14867	15646	17042	15964	17904	18171	17841	17943	17629	18053	24073	24319	24336	25453	25164	27406	52295	57223	53191	53413	52336	53125
2.389167	147754	137920	150376	144448	157654	161057	25884	20612	16087	18469	15476	16757	15305	15846	15612	16950	16456	18227	17503	18803	17020	19122	17938	20854	20450	21334	21691	21083	21668	21792	34463	35088	35035	34637	33490	35063	71372	72264	72953	72912	77729	75217	61904	79860	67230	69429	70767	74445	15567	19223	15551	15139	15347	16139	15567	14867	15405	15639	15166	15046	16128	16078	15249	15844	17263	15547	17781	17722	18253	18443	17799	17738	24224	24480	24762	25034	25005	27175	51845	57315	53030	53656	51706	52856
2.428333	146564	137149	149022	141915	156110	162605	25498	20754	16416	18380	15483	16834	15078	16004	15943	16676	16156	17768	17372	18797	17431	18783	17921	20904	20513	20631	20966	20899	21539	21113	34872	35104	34336	34230	33805	35679	70987	73055	72636	72811	77613	74588	61312	81497	70590	70244	74625	73638	15411	18957	15590	14735	15152	15748	15592	14973	15123	16061	15017	15093	16370	16469	15127	15389	16596	16244	17813	18030	17918	17985	17450	17727	24474	24221	25395	25072	24809	27142	52111	57259	53917	53282	51995	53159
2.467500	144445	137077	149912	140384	153693	161831	25424	23116	16333	18472	15889	17096	15785	15823	15660	16461	16466	17461	17574	18337	17336	19272	18117	20408	20085	20977	21186	21540	21442	21359	34736	34530	34218	34673	33439	35128	71168	73312	73185	73390	77350	75653	61611	77787	67861	71255	73619	73335	15323	18565	15297	15077	14914	15993	15696	15388	15389	15611	15164	14761	16241	15979	15567	15575	17028	15336	17589	17847	17678	17646	17387	17756	24347	24201	24769	25377	25253	26941	52049	57408	53457	53295	51791	53555
2.506667	142754	136372	147688	140048	153477	159177	28155	22675	16422	18617	15638	17026	15390	15445	15505	16189	16168	17644	17742	19186	17372	19062	17766	20669	20626	21031	21521	21283	21231	21701	35497	34779	34087	33934	33191	34958	71823	73697	73294	72919	77814	75617	61865	82041	72872	71411	75850	72863	15513	19860	15552	14930	15320	15512	15968	14859	15413	15319	15203	15250	16323	16153	15020	15631	16894	15693	17961	17968	18381	17741	17387	17772	24075	24106	25241	24843	25570	27123	52403	58282	53998	54030	52095	52427
2.545833	143942	137104	148844	137362	155333	161212	27100	22779	16415	18771	15766	17149	15140	15630	15862	15834	16082	17705	17749	18502	16475	18555	17925	20557	20195	20952	20941	21308	22090	21351	34506	34885	34915	34882	33752	35537	72434	72473	72990	73093	77731	75422	61407	81980	72282	70172	75927	71883	14948	19971	15650	14977	15303	15495	15610	14968	15316	15837	15192	15221	16222	16115	14748	15727	16990	15835	17609	18040	17612	17729	17897	18067	24118	24226	24833	25268	25327	27266	52059	58529	54568	53534	52143	53286
2.585000	144302	137703	147620	137355	154375	160317	28786	24776	16113	18720	15797	16919	15133	15872	15961	16349	16084	17045	17144	18682	16893	18340	17541	20693	20480	21051	21230	21578	21493	21737	35036	34422	34975	34402	34065	36054	72345	72954	72673	73520	78318	74888	62089	82958	71803	70213	75755	72585	15489	19252	15360	15092	15232	15282	15970	15052	15266	15789	15099	15111	16496	16075	15648	16228	17268	15585	17615	18166	18097	17948	17504	17724	24148	24499	25374	25125	24998	27211	51527	58027	54345	54200	52083	53516
2.624167	139906	137246	146854	137921	155324	160200	29812	24674	16095	18295	15845	16986	15159	15722	15578	16810	15954	17452	17658	18652	16811	18873	17844	20578	20648	20885	20749	21457	21734	21567	34605	35414	34952	34852	33305	35871	71810	73606	72761	73333	78820	75179	62234	82807	76780	70889	77234	72630	15662	18710	15946	15322	15281	15637	15623	15283	15073	15737	14874	15073	16467	16124	15282	15855	17026	15830	17928	18158	17904	17728	17741	17861	24165	24500	24812	25176	24859	26582	53094	58301	54198	53354	52406	53298
2.663333	141826	136721	148014	134894	154591	158737	30954	24334	16312	18709	15615	16749	15237	15565	15354	16979	16459	16582	18021	18594	17076	18162	18064	21311	20090	21327	20737	21751	21679	21806	35440	35548	34586	34425	33671	35472	72157	72365	72713	73036	76944	75280	62811	81768	73732	72051	76314	72850	15770	20755	15370	15252	15124	15673	15620	15026	15272	15552	14676	14933	15994	16446	15513	16068	17070	15663	17822	18315	17721	17764	18025	18049	23833	24301	24971	25321	25310	26495	51417	58432	54160	53924	51688	52878
2.702500	138855	136207	147230	133517	153967	156237	31411	23487	15960	18922	16329	16772	15250	15781	15390	17055	15997	16501	17657	18676	16730	18983	18230	20910	19952	20916	21072	21706	21802	22104	34499	35032	35120	34059	33902	35620	72308	73520	72761	73164	78240	75089	61717	81529	76209	70365	77678	72343	15835	20480	15492	14979	14867	15544	15857	15604	15152	17342	14534	14898	16118	16272	15127	15931	17203	15946	18070	18094	18135	17771	17436	17804	24671	24439	24627	25120	25294	26925	51392	58839	54728	53687	51500	53636
2.741667	140131	138068	144656	132947	154328	157899	28675	25015	16489	18852	15927	17058	15102	15883	15800	16751	16413	16970	17467	19303	16776	18740	18013	20367	20238	20871	21146	21448	21893	21960	34757	33974	35233	34498	33834	35294	71304	73480	73630	72654	78931	76089	62409	84393	74679	70855	78980	72671	15879	19908	15339	14922	15042	15699	15587	15180	15291	16192	15142	14799	16323	16492	15509	15647	17121	16212	18187	18179	17788	17732	17334	17585	24221	24751	24846	25054	24960	26865	51972	58653	54054	53486	52187	52297
2.780833	137940	137638	144121	132959	154809	158006	34286	24636	16433	19380	15782	16873	15051	16108	15176	16711	15824	16870	17706	19313	16781	18290	17884	20137	20899	20956	20875	21276	21638	21839	34642	35059	34680	34293	33409	35411	71631	72114	72883	73496	77657	75751	61511	78491	79256	70987	80815	73060	15816	20653	15269	14688	15030	16192	15747	14748	15048	16789	14553	15078	15538	16476	15168	16211	17320	16010	17538	18137	17414	17954	17615	18179	23879	24589	24771	25080	24230	27147	51819	58189	54548	54307	51747	53835
2.820000	138115	134344	144735	132044	154556	157764	35315	24326	15933	19352	15868	16931	15361	15805	15805	16828	15969	16393	17304	19536	16710	18530	17507	20548	20669	21055	20556	21143	22516	21759	34824	34799	34798	35291	33622	35796	71681	72808	73703	73155	77413	75671	63110	85035	75575	71528	79398	71700	15562	20653	15646	15175	15064	15640	15523	15302	15331	16493	15247	14875	16234	16520	14978	15800	17492	16142	18159	18286	17670	17754	17687	18021	24110	24326	25123	24489	24913	26991	51650	58113	53751	53866	52064	52803
2.859167	135238	136534	145112	131312	151666	156823	29673	25702	16153	19783	15846	17251	15667	16076	15539	17320	15814	18275	17739	18940	16995	18167	18269	20557	20501	20836	20755	21240	22380	21440	35688	35251	34442	34473	34283	34625	72001	73847	73951	72600	78413	75076	62152	82685	80284	70676	79890	71500	15842	19565	15654	14990	14971	15939	15741	15240	15334	16376	14553	14935	15931	16706	14881	16355	17015	15950	17564	18257	18008	18051	17661	18103	23652	25042	24892	24835	24960	27445	51956	58861	54671	53167	52137	52844
2.898333	135999	135714	144141	130684	152551	156750	36037	24597	16233	20073	15850	17307	15611	15770	15835	16950	16024	17950	17626	18920	17231	18386	18408	20667	20357	21051	21052	20988	21654	21418	34897	34697	34369	34586	33525	35649	72532	72484	73588	73105	77579	75237	62450	85530	79097	70432	81910	70545	16058	21290	15230	14794	15168	15734	15793	15148	15099	15759	14906	14897	16769	16202	14950	16192	17253	15464	17909	17929	17964	18296	17727	17825	24211	24579	24880	24685	24966	27362	51739	59155	54159	53750	52361	53417
2.937500	134597	134821	141727	132391	152504	154861	35021	25614	16217	19673	16004	17323	15205	16265	15803	17088	16204	17378	17626	19542	16984	18400	17999	20691	20485	20987	20949	20926	22085	21616	33863	34577	34697	34714	34040	35283	71792	71703	72667	73349	78051	74754	62033	83919	82082	70413	83152	71835	15776	20483	15688	14673	14973	15708	16028	15416	15150	15759	14532	14890	16321	16319	15118	16204	17306	15802	17694	17707	17970	17739	17796	17790	23710	24372	24736	25060	24689	26665	52243	59621	54126	53722	52660	53682
2.976667	132821	136265	142662	131481	152450	154945	36321	26047	16515	20077	16465	17318	15429	15768	15593	16146	16170	17602	17541	19487	17253	18300	18396	20848	20299	21330	20871	20922	22243	21312	34964	35413	35058	35042	32962	35190	72751	72571	74339	73461	77927	74850	62916	87054	80832	69873	82374	71073	15833	21004	15755	15064	15479	15682	15645	15033	14983	15909	14672	14661	16472	16231	15102	15671	17160	15691	17880	17899	17822	17833	17248	18050	23812	24112	24795	24857	25353	26901	52291	58964	54043	53357	51845	53601
3.015833	131384	134168	142934	131921	152086	152322	35892	25774	16194	20043	16481	17493	15246	15891	15617	16185	16251	17244	17730	18837	17247	18523	18556	21350	20031	20564	20832	21284	21991	21557	34590	34947	35190	34546	33943	35165	71708	73524	73531	72826	78614	75077	63306	86226	81310	71297	80994	71917	15874	21652	15614	14721	14908	15840	15540	15270	15085	16064	14681	14667	15993	16243	15060	15726	17071	15720	18295	17997	17962	17931	17394	17841	24312	24343	24482	25719	24503	27464	52050	58497	52565	53763	53257	53372
3.055000	132044	135128	141906	129391	150770	152520	34949	27414	16437	20716	15954	17772	15708	16050	15596	16235	16024	16837	17750	18717	17085	18115	18338	21345	20697	20927	20820	21349	21503	21553	34221	35513	35109	34470	34250	35855	71957	72893	73345	73563	77628	75398	63340	85116	82214	70538	81643	71699	15951	21768	15301	14907	15031	15577	15471	15315	15486	16412	14673	14628	16401	16771	15210	15984	17309	15397	17377	17848	17595	18217	17659	17502	23706	24489	24804	25207	24885	26930	52580	59991	54065	53640	52865	53659
3.094167	130237	136003	141385	131704	150986	153708	37634	27347	16120	21363	16431	17623	15787	15892	15730	16467	16038	17850	17783	21077	17021	18533	18372	21090	20095	20757	20477	21377	21855	21410	34573	34741	34790	34559	34073	35419	72372	73601	73878	73459	78506	75996	62845	85780	81556	70511	82430	70821	15689	24386	16267	14914	15486	15869	15167	14910	15338	15975	14344	14910	16283	16598	15087	15734	16688	15726	17563	18051	17962	17733	17099	18027	24032	25002	24891	24944	25246	26783	52022	59019	54175	54661	52325	53642
3.133333	129859	134286	140674	130700	150879	153617	36652	26678	16382	20528	16547	17377	15708	16048	15586	16314	15958	17076	17874	19579	17259	18413	18263	21155	20754	20623	20843	21438	21970	21509	34491	35334	34990	34950	34439	35317	72262	73427	73979	73873	77737	75258	62617	85283	84540	70819	82745	72441	16412	21967	15499	15005	15456	15829	15467	15108	15175	17228	14624	15203	16097	16673	15313	15602	16986	15427	17889	17908	17724	18099	17999	17743	23776	24753	24516	24797	24991	26821	52486	59083	54446	54067	53091	54060
3.172500	129784	135387	140166	131501	149539	151527	34981	26895	16222	21676	16383	17647	15498	15729	15498	16358	15866	16917	17801	20620	16864	18493	18112	21095	20323	20143	20712	21261	21555	21433	34603	34706	34401	33707	34584	34955	72965	73087	73832	73320	79185	75689	62872	86364	82193	70885	83463	71486	17289	22167	15271	14949	15191	15537	15807	15198	15261	16227	14881	15061	16362	16702	15480	15778	17171	15656	17741	18042	17677	17687	17096	17752	23659	25002	24232	25098	24976	26968	52003	59187	53921	53533	53084	53564
3.211667	127841	136052	139234	130245	148731	152211	37114	26987	16036	21340	16493	17828	15116	16076	15342	16518	16023	17676	17905	21652	17271	18317	18466	21307	20617	20696	20627	21025	21824	21189	34537	34871	35455	34566	34162	35716	71805	72614	72709	73594	78108	75029	62701	83283	84035	69647	82029	71252	16352	23650	15358	15077	15140	15410	15394	15305	15122	15275	14554	15107	15861	16345	15209	15309	17311	15416	17875	18139	17362	17565	17219	18033	24239	25168	24661	24752	25301	26715	51603	58446	54198	54392	53172	52919
3.250833	129130	134125	140403	129765	147374	151195	43447	28415	16131	20498	16733	17551	15481	15979	15552	16076	16411	20718	17604	25552	17017	18676	18348	20988	20237	20773	20561	21128	21624	21356	34126	34462	34177	34533	32927	35415	72646	73657	74222	72976	78526	75027	62928	85492	84762	72727	81200	71002	15696	22281	15524	15213	14468	15783	15243	15015	15168	16510	14642	14571	16207	16447	14945	15797	17111	15702	17737	17789	17456	17564	17272	17648	24092	24849	25065	24708	24755	26900	51685	58299	54063	54039	52639	53480
3.290000	128122	134993	138772	131024	145380	148833	39377	27588	16321	20205	16874	17408	15318	15774	15382	16439	16039	18107	17892	17858	16782	18434	18106	20535	20364	20022	21354	21305	21804	21050	33938	34245	34071	34444	34051	35463	72099	72695	72957	72810	77932	74679	61864	86768	84069	71502	84258	69810	16190	22159	15413	14805	14989	15532	15356	15130	15133	15475	14479	14834	16093	16560	14860	15551	17092	15895	17539	18454	17230	17985	17399	17195	23516	24340	24532	25172	24439	26735	51231	57910	54711	54544	52819	53287
3.329167	126988	135164	139540	131633	147603	151754	37715	28987	15688	21028	16576	17595	15172	16170	15520	15778	15783	18610	17918	18112	16870	18371	18216	20904	20075	20625	20927	21644	21307	21474	34584	34867	35175	34000	33644	35752	72494	73137	73482	74168	78436	75535	62379	84299	82611	70067	81458	72340	16369	23169	15417	15107	15539	16115	15406	15552	15102	15843	14377	14566	15987	16553	14751	15640	16908	15743	17449	18180	17546	17687	17385	17539	23874	24961	24620	25055	24708	26856	51221	59208	54077	54291	52066	53646
3.368333	126985	134475	138179	130797	146945	149259	45248	30082	16476	22117	17162	17724	15380	15972	15561	16328	15965	19018	17949	18565	17034	18716	18285	21027	20693	20618	20749	21164	21139	21308	33549	35003	34169	33611	33411	36078	72042	72840	73714	72515	77768	75228	63389	83971	85872	71586	84597	70450	16048	23069	15852	15236	15132	15854	15381	14845	15099	15790	14547	14904	16185	16386	15236	15791	17052	15427	17758	17824	17946	17829	17493	17721	23826	24531	24794	25331	24604	26982	51428	58387	53568	52939	52513	52888
