Time	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12	H01	H02	H03	H04	H05	H06	H07	H08	H09	H10	H11	H12
11.734722	68358	79979	80362	81573	78480	61169	20574	17466	16593	16800	18723	18650	59737	16727	16098	15906	16474	23978	16168	16050	15368	15750	16003	15949	15957	16357	15877	16037	16195	16298	16157	15920	15559	16049	15726	15573	16246	15703	16668	15709	16004	15852	16667	16798	16726	16305	16650	16204	22626	18839	18673	18963	18348	19124	25269	24724	25314	24740	24767	25005	50850	34324	34194	34184	34063	33768	52022	52343	53429	53768	59444	52584	145631	93325	87021	92561	87822	84162	79899	35378	57336	77595	14228	24320
11.754444	67712	79791	81398	81535	80608	60439	21331	17077	16666	16972	17886	18916	61164	16540	15730	15874	16816	22140	16186	15761	15536	15602	16308	16228	16052	16722	15780	15647	15819	16056	16189	16240	16105	15450	15884	15828	16364	15689	16754	15894	16041	15981	16509	16813	16662	16112	16341	16257	22860	19240	18720	18815	19005	18935	24056	24734	24514	24344	24886	25259	50701	34172	33847	33998	33745	33736	52257	52758	53210	54437	58394	51742	146510	94299	87263	92066	86565	84846	77671	35113	57170	77552	14998	24244
11.774167	67606	80844	82467	81363	80047	61246	21463	17285	16481	16741	17966	18747	65156	16616	16251	16201	16326	23690	15930	15670	15334	15452	16341	16331	16041	16634	15926	15656	15818	15658	16083	16385	15680	15898	15639	15647	16434	16217	16655	15872	15949	15789	16439	16480	16827	16077	16649	16388	22519	18825	19036	18650	18689	18922	24812	25161	25034	24651	24905	24989	50388	34251	34112	33940	34018	33877	52583	52008	53500	54120	59029	51930	146081	93851	87457	92132	87098	84378	79413	34791	56133	77736	14321	24893
11.793889	68075	80704	79362	81468	80262	60376	23071	16951	16895	16152	18608	19010	66118	16489	15890	15855	16471	23550	15664	15973	15238	15453	16245	15940	16256	16354	15711	15934	16198	15824	16014	16213	15536	15275	15683	15565	16321	15984	16561	15787	15979	15980	16800	16584	17060	16162	16553	16197	22734	18656	18672	18017	18732	19114	24622	24724	24846	24701	24365	25090	50367	34612	33572	34166	33350	34496	52186	52263	53269	53059	58541	51419	146172	94203	87190	91945	87382	84546	79833	35427	57034	76575	14842	24462
11.813611	67008	81148	80990	86987	79843	60079	21685	17454	16405	16759	19281	19059	68511	16507	15940	15927	16499	23053	15880	15923	15561	15310	16283	16013	15918	16628	15718	15698	16002	16004	16039	16558	15484	15639	15670	15327	16320	16150	16674	16365	15905	16298	16567	16785	16928	16323	16243	15945	22890	19078	18683	18568	18707	19128	24959	25324	24974	24413	24888	24884	50999	34533	33715	34075	34096	34001	52282	51751	53517	54508	58153	52292	147010	94201	86952	91815	87002	85407	79208	34424	58096	76975	14864	24588
11.833333	67134	77061	79195	83742	80909	60140	21842	17069	17309	16595	18470	19358	69264	16626	15817	15889	16464	23110	16048	15669	15430	15740	15546	16304	16179	16655	15153	15630	15751	16013	16238	15906	16000	15612	15643	15260	16817	16237	16932	15665	15975	15772	16268	16432	16471	16495	16088	16161	22702	18899	19128	18482	18671	19344	24716	24775	24899	24622	24609	24542	50666	34581	33780	34158	34100	34563	51903	52305	53491	53418	58616	51977	147369	92920	86888	92000	86982	84697	80743	35691	59315	77898	14684	24588
11.853056	68719	78950	81386	83576	78194	59716	23599	17256	17606	16507	18862	19464	71833	16595	15993	16185	16619	24005	15966	15604	15299	15694	15773	16022	16067	16140	15594	15817	15701	15898	15971	16218	15540	15740	15646	15805	16558	16103	16773	15810	16105	15841	16484	16867	16956	16254	16472	16541	22765	18942	18505	18379	18535	18987	24747	24738	25183	24808	24486	24942	50319	34832	33796	34328	34359	34138	52259	52769	53623	53894	58206	52845	147306	94145	86955	92947	87298	85353	80237	35996	58470	78264	14605	24536
11.872778	67493	82244	81617	79832	78864	59787	22776	16914	16796	16498	18488	18938	71811	16987	16178	16264	16564	23396	15751	15511	15573	15510	16330	16401	15819	16354	15841	15828	16450	15823	15967	16220	15676	15754	15739	15587	16655	15944	16943	15514	16262	15823	16732	16598	16344	15988	16415	16383	22902	19038	18703	18611	18826	19051	24597	24682	24574	24464	24278	24889	50210	34206	33198	34048	34233	33932	52380	52036	53268	54004	57756	52222	145763	95101	86783	92244	86657	85326	81854	35180	59176	76617	14654	24496
11.892500	68586	78202	81228	81863	79389	60342	22696	17188	16968	16441	18258	19475	72977	16923	16213	16175	16547	23333	16088	15983	15330	15674	15868	16130	15934	16734	15774	15352	16197	16193	15822	16217	15755	15651	15529	15439	16305	16260	16677	16067	16011	15886	16607	16461	16667	16087	16663	16281	22416	19113	18792	18464	19104	19026	24869	24754	24574	24501	25263	24692	51198	34502	33949	33822	34422	33653	52552	52222	53946	53048	58959	52745	147865	94363	86466	92057	87468	84469	79991	35612	58784	77510	14434	24982
11.912222	67854	80892	82355	85637	81967	60024	23188	17161	16746	16510	18725	19023	70771	16525	15750	16224	15932	22884	16145	15904	15615	15785	16021	16531	16236	17048	15658	15963	16125	15585	15773	16328	15345	15519	15468	15572	16479	16286	16402	15643	15680	16043	16177	16519	16973	16225	16407	16239	23280	18953	18759	18739	18887	19098	24822	24226	24768	24576	24627	24830	50655	34725	34124	33924	34273	34147	52267	52675	53663	53250	58618	52506	147122	93764	86512	92451	87299	84151	80638	35846	59322	78676	14665	24710
11.931944	67857	80845	81953	85003	80679	60250	24038	17229	16989	16772	18091	19886	72178	17067	16116	15935	16407	22438	16063	16222	15894	15578	15742	16267	16325	16391	15927	15465	16566	16095	16188	15931	15451	15608	15152	15644	16532	15896	16386	15670	16283	16107	16751	16779	16650	16522	16318	16090	22873	19083	18703	18247	18844	19072	24972	24501	24867	24252	25031	24725	51378	34788	34415	33821	34026	33635	52388	51639	53336	53953	58455	52690	148592	94605	87081	93188	86996	84151	82727	35564	59282	78670	14547	24556
11.951667	67537	79997	80717	81986	77884	60796	24464	16992	17126	16748	19179	19666	78718	16606	15588	15779	16271	24421	16328	15717	15409	15688	15698	16257	16208	16266	15359	15687	15726	16105	16069	16218	15823	15617	15874	15372	16379	15748	16806	15719	16435	15562	16403	16653	16591	16485	16759	16435	22391	18801	18893	18897	18575	19530	24895	24522	24791	24313	24771	25098	51003	33994	33758	33992	34276	33864	52110	51377	53560	54455	59090	52189	146549	94238	87542	92535	86920	85481	81056	35373	58436	77798	14506	24838
11.971389	68358	79145	81031	83293	79833	60039	24041	17199	16759	16671	19461	20149	69498	16647	15547	16117	16278	24988	15941	15926	15499	15461	16074	16044	15974	16673	15976	15827	16308	15830	16507	16326	15971	15497	15666	15921	16204	16421	16507	15742	16044	15965	16463	16766	16846	16478	16494	16241	22652	18479	18698	18500	18452	19151	24872	24923	24880	24691	24794	24764	51178	34734	34217	34293	33987	34367	52782	52217	53907	53427	58807	52197	148057	93508	86924	92542	87295	84708	80994	35802	59412	77520	14749	24376
11.991111	67355	82602	81542	85999	80421	60673	24928	17199	16854	16751	18689	20009	70161	16423	15688	15897	16363	24956	15931	16078	15341	15348	16195	16135	16136	16775	15594	15722	16083	15950	15838	16395	15871	15536	15739	15619	16416	16154	16297	15597	16057	16364	16747	16408	16880	16255	16249	16289	22826	18838	18484	18544	18889	19292	25116	24423	25311	24177	25087	24516	51524	34779	33733	33989	33848	33784	52334	52056	54372	53727	59071	52111	149057	93933	86503	92592	87144	84333	80654	35748	60018	78047	14870	24904
12.010833	69150	80222	82163	82587	79889	60814	24659	17185	17090	16551	19517	20874	76531	16886	16147	15899	16564	25616	15959	15533	15138	15419	15934	16257	16101	16512	15748	15912	16098	16060	15894	16158	15759	15341	15724	15190	16766	16022	16605	15987	16424	16350	16246	16652	16439	15892	16417	16274	22989	18976	18818	18707	18766	18962	25082	25132	25304	24664	24650	24952	51337	34453	33943	33982	33996	33399	52209	51990	53686	53551	58181	52443	149112	94360	86899	91990	87297	84545	81529	35478	59273	79314	14691	24707
12.030556	67317	81308	81468	82323	81349	60422	24868	17190	16942	16423	18538	20358	73804	16894	16040	16363	16322	25213	16234	16105	15918	15364	15694	16302	16333	16419	15371	15785	15958	15872	15989	16424	15789	15601	15119	15301	16504	15986	16583	15892	15808	16168	16571	16687	16697	16469	16292	16764	22944	18985	18653	18515	18417	19327	24720	24471	24659	24466	25353	24742	51544	34315	33613	33996	34164	33955	52751	52066	53610	54988	58198	51533	149672	94545	87809	90910	87790	84042	81246	35558	58392	77618	14799	24751
12.050278	70068	79686	82632	81744	79427	60678	25123	17507	16804	16533	19176	21526	75030	16813	16156	16050	16260	23098	15619	15919	15483	15616	15807	16602	15838	16810	15479	16053	15730	15771	15890	15879	15621	15499	15343	15470	16705	15691	16335	15628	15800	16050	16935	16826	17027	16238	16467	16024	22737	19265	18720	18557	18657	19255	24358	24566	25020	24581	24498	24706	51119	34451	33667	34148	34348	33716	51716	52728	53520	54365	58661	52300	148569	93274	86907	92683	88189	83845	81205	34970	57915	76586	14525	24580
12.070000	67722	80988	81410	80297	81168	59593	25668	17528	17026	16860	18988	20131	74115	16489	15883	15921	16565	25123	16365	15875	15572	15431	15491	16517	16064	16431	15617	15800	15844	15579	15836	15810	15795	15536	15130	15512	16556	15925	16900	15894	15930	16199	16773	16943	16630	16152	16595	16232	22373	19216	18569	18856	18573	19445	24725	24743	24967	24898	24637	24908	51726	34876	33938	33872	33830	33802	52107	52598	53194	53536	58283	52144	150018	93130	87272	92814	87524	84011	80655	35123	58499	77761	14393	24938
12.089722	67931	80728	79687	83688	82542	60806	25472	17158	17288	17051	19488	20734	74145	16887	15860	16044	16063	26505	15952	15641	15665	15450	15980	16463	16052	16417	15698	15855	16214	16173	16083	16169	15788	15224	15109	15670	16543	15983	16767	16090	16333	16225	16598	16491	16741	16115	15917	16153	22812	19248	18854	18685	18780	19124	25221	24775	25107	24772	24188	24622	51514	34783	34116	34290	34484	33781	52991	52336	53320	54112	59007	52248	148989	94774	87202	92565	86900	84612	80852	35711	58710	76805	14618	24648
12.109444	68213	79400	82307	82446	81356	59451	25381	17305	17287	16830	19695	21198	71785	16751	15933	16138	16464	26110	15840	15974	15859	15508	15471	16371	15787	16668	15597	15264	16011	16026	15951	16511	15333	15622	15594	15489	16563	15821	16489	15798	16069	15657	16508	16840	16697	15988	16340	16249	22802	19327	19010	18376	18916	18739	24795	24751	25071	24663	24357	24533	52052	34084	34072	33585	33501	33459	52577	52042	54217	53667	57980	51849	150879	94509	87077	92521	87148	84295	81092	36490	58425	78721	14740	24364
12.129167	69044	78441	81553	84715	79875	59325	25806	17523	17139	17117	19431	20485	75103	16704	15929	15916	16527	24755	15861	15683	15669	15608	15771	16602	15806	16722	15768	15953	15931	15786	16038	16347	15605	15864	15643	15669	16689	16070	16408	15418	16061	16020	16631	16285	16233	16213	16357	16318	22651	19325	18812	18598	18376	19177	25205	24647	24663	24557	24680	25233	51017	34601	33791	34388	34254	34514	52130	52568	53935	54368	58292	51910	150349	93691	87212	91826	87896	84119	81272	36527	59174	77516	14683	24762
12.148889	68542	79419	83529	83476	77799	59952	25987	17542	17026	16870	19345	19955	76275	16543	15834	15948	16766	27350	15989	15558	15435	15524	15665	16386	16183	16509	15692	15872	16413	16254	16169	16325	15532	15439	15522	15507	16526	16232	16429	15971	16110	16121	16577	16641	16395	16273	16434	16315	23220	19531	18756	18585	18455	19130	25206	24510	25506	24358	24905	24602	51101	34845	34286	33213	34248	33615	52671	52798	54254	53755	58050	52453	150020	93182	87785	91810	87863	85085	82100	36542	60339	78361	14935	24936
12.168611	67109	83336	82197	78976	81230	60188	27382	17158	17416	16957	19750	20322	77688	16724	16514	15874	16524	27850	15980	16139	15455	15949	15870	15969	16272	16501	15647	15568	16179	15725	15728	16049	15694	15515	15349	15460	16240	15921	16620	15996	15858	15702	16674	16972	16445	16031	16446	16221	22828	19281	18837	18495	18761	19187	24997	24696	25514	24411	25007	24792	51891	34248	33554	33604	33841	34375	52504	51650	53671	54521	57851	51632	149917	94630	87513	92495	86937	84347	79950	34894	60886	79792	15076	25030
12.188333	69399	79085	80626	81718	78825	59736	25739	17626	17277	17034	20599	21802	78757	17092	15996	16318	16769	26773	15959	15598	15425	15825	15542	16366	15695	16597	15683	15987	15938	15862	16176	16320	15207	15814	15574	15426	16270	15833	16550	15475	16207	15707	16692	16719	16803	16602	16491	16330	22994	18636	18856	18748	18763	19295	25170	24919	24598	24546	24495	24754	52066	35022	34111	33775	34228	34117	51968	52344	53146	53501	57737	52234	150643	94451	87178	91705	87485	84305	83541	35761	58288	78061	14971	25648
12.208056	69543	79828	80104	83534	80195	59598	26575	17813	17517	16871	19481	20565	77816	17008	16322	16029	16490	28061	15875	15715	15745	15113	15755	16280	16002	16427	15809	15408	15965	15977	15977	16300	15853	15710	15909	15204	16306	15850	16653	15762	15864	15855	17001	17084	16686	16476	16609	16064	23015	19080	18896	18737	18760	18893	24263	25317	24839	24371	24809	24878	51230	34573	33920	33983	33938	34618	52325	52688	53252	53645	58051	52166	151232	94588	86405	92346	87136	84054	81091	35010	60333	79362	15194	24693
12.227778	69496	81607	82677	83834	79547	60085	27026	17335	17438	17159	19821	21224	80228	16890	16114	15958	16091	25886	16022	15583	15603	15600	15968	16343	16087	16592	16303	15570	16076	15774	15644	16089	15766	15781	15509	15716	16556	15956	16504	15687	16060	15826	16889	16668	16672	16112	16105	16148	22830	18859	18643	18919	18646	19006	24725	24965	24847	24466	24703	24404	51612	35056	33674	33830	34373	34258	52717	52014	53722	53308	57670	51903	151872	94063	86828	92103	87386	84654	81462	35156	59994	79632	14868	24855
12.247500	68909	78415	79635	79980	79577	60568	27212	17464	17508	17241	20594	21548	77204	17257	16088	16006	16431	26513	15990	15470	15779	15632	15732	16511	15702	16503	15749	15677	16133	16031	15685	16438	15763	15662	15446	15477	16390	16253	16583	15615	16231	15815	16846	16795	16727	16529	16221	16180	23461	18962	18350	18511	18268	18997	25236	24487	25087	24361	24681	24974	51394	34647	34129	33769	34105	34083	52464	52663	53501	54278	57830	52631	151404	95577	86749	92024	87784	84131	80251	34976	59733	78688	14713	24759
12.267222	69181	80702	80428	81434	81458	60913	27954	17606	17258	17203	20150	20988	78050	17189	16013	16174	16754	26764	15896	16158	15503	15477	15739	16329	15893	16556	15975	15783	16007	15647	16089	16131	15999	15536	15284	15562	16808	16200	16862	16068	15911	15867	16743	16877	16654	15975	16668	16279	23083	19072	18948	18778	18523	19211	24629	24729	24651	24680	24789	25013	51579	33923	34138	34094	34661	33997	52880	52522	53852	53836	57328	52061	150810	94563	87118	92733	87690	84757	79862	35564	58802	79937	15004	25383
12.286944	68916	81951	81354	83404	78371	59963	28460	18193	17650	17151	19426	20702	79508	17464	16334	15691	16190	26428	15743	15543	15524	15356	15701	16406	15834	16656	15647	15672	15806	16149	16187	16432	15761	15148	15436	15554	16468	16190	16812	15748	16156	15783	16493	16746	16357	16184	16502	16354	23103	19044	18570	18460	18369	18905	24422	24785	25157	24798	24748	24736	50901	34541	34426	34580	34652	33881	53308	52555	53560	54216	58278	51547	151951	94669	86867	92545	87659	84449	80360	34837	61588	79696	14903	25110
12.306667	68955	83464	82493	80419	80712	60312	28244	17759	17781	17173	19884	21307	74108	16989	15968	15724	16575	27677	16319	15643	15563	15765	15894	16580	15834	16619	15507	15827	16118	15978	16235	16194	15631	15607	15696	15551	16433	16169	16405	15770	16010	15847	16221	16456	16524	16327	16389	16290	23187	19060	19034	18563	18740	19337	25306	25431	25037	24656	24554	24484	51992	34529	34250	33830	34234	33669	52255	52101	53579	53753	57632	52519	153209	93549	87287	91767	87439	85302	80948	35188	62327	78774	14761	25096
12.326389	69417	81638	82131	86049	80378	60322	28052	17606	17830	17151	20195	22824	77435	17066	16142	15876	16087	29890	16144	15190	15381	15787	15800	16722	15456	16129	15181	15620	15807	16285	16432	16362	15926	15580	15666	15234	16728	16106	16643	15916	16169	15749	16629	16839	16327	16478	16376	16362	23392	19011	18798	19088	18322	19090	25247	24978	24901	24551	24684	24522	52300	33625	33794	33770	34050	33606	52366	52652	53463	53693	57623	52166	153234	94531	87566	91501	87661	85060	80847	34808	60002	79477	15022	24921
12.346111	68484	80592	82569	83217	79847	60654	28888	17699	17988	17124	19401	23074	83044	16270	16182	16203	16209	27426	15955	15916	15799	15914	15761	17055	16200	16658	15518	15833	16104	15485	15659	16194	15536	15764	15795	15392	16641	16195	16723	15536	16144	16018	16558	16766	16386	16338	16324	16361	23506	18931	18228	18228	18688	19171	24875	25173	25203	24676	25530	24728	51631	34480	34235	33882	33997	34114	53112	52107	54150	53766	57784	52500	152641	94237	87881	92442	88145	85191	81510	34878	59477	80142	14751	25265
12.365833	69743	81476	84103	81274	80664	61213	29514	17912	18111	17195	21302	22927	79931	16835	16221	16016	16376	30046	16050	15581	15296	15658	15804	16751	15945	16486	15601	15728	15967	16192	15901	16166	15542	15617	15541	15725	16170	16096	16462	15798	16369	16010	16493	16571	16803	16061	16211	16348	23134	18786	18804	18337	18437	19078	24817	25025	24932	24497	24525	24828	51849	34175	33954	34897	33966	34091	52099	52644	53339	54329	57693	52299	154018	94309	88070	92929	87860	84613	79320	35352	61284	79970	14685	24981
12.385556	69310	78797	82980	82532	79891	60957	29255	18255	18216	17374	19582	23828	78466	17482	15916	15865	16058	29852	16001	15461	15492	15602	16485	16563	16001	16636	15699	15695	15729	15970	15791	16429	15580	15433	15820	15173	16897	16242	16727	15593	16176	15937	16695	16991	16302	16406	16376	16161	23203	18925	18746	18599	18251	19501	24973	24786	24848	24747	25153	24824	51788	34670	34206	33799	34378	34357	52459	52984	53858	53551	57675	52021	153419	94047	87224	93080	87465	84759	80361	35346	59200	80003	15094	25381
12.405278	69665	79628	79153	82703	82227	61137	30378	17885	18183	17399	20855	22531	76743	17039	16348	15926	16196	28249	15793	15876	15115	15833	16021	16731	16099	16437	15575	15898	16087	15937	16007	15907	15587	15517	15382	15555	16198	16211	16693	15703	16457	15838	16682	16648	16712	16560	16519	16402	23482	19369	18886	18641	18573	19211	25033	25105	24891	24571	24424	25272	53091	34370	34011	34294	34283	34004	52406	52639	53992	53734	57379	52198	154385	94124	87064	92061	86736	84524	80889	35585	59023	80800	14773	25627
12.425000	69374	82202	82230	83592	79041	61612	30732	17957	18449	17400	20764	23788	78031	17018	16281	16149	16222	27399	16196	15447	15925	15735	15842	16598	16141	16393	15222	15704	16281	15965	16286	16260	15659	15340	15948	15585	16877	16363	16674	15778	16441	16200	16584	16794	16678	16319	16617	16349	23084	19031	18676	18932	18352	19392	25006	24739	25171	24821	24806	25104	52602	34435	34012	34402	34488	34296	53375	52427	53677	54482	57169	52657	154521	94861	87199	92258	87194	84840	79325	35629	59249	79537	15093	25902
12.444722	70026	78938	83859	84508	80756	60579	30932	18101	17980	17428	20967	23264	79908	17116	16283	16052	16086	27512	16095	15609	15368	15608	15966	16745	15810	16838	15212	15404	16300	15590	15857	16253	15790	15594	15156	15477	16649	15932	16766	15688	16227	16221	16552	16736	16489	16658	16600	16316	23447	19355	18630	18302	18711	19216	25477	24769	24867	24728	24668	24643	52763	34511	34490	33631	34167	33505	53002	52647	53647	54297	56895	52288	154248	95571	87525	92578	87643	84151	81254	35612	59439	79564	15030	25853
12.464444	70284	79235	82407	84651	80759	60205	31928	18405	18944	17485	21845	21623	81092	17675	16245	16150	16453	26957	15819	15976	15703	15619	15874	17483	15915	16425	15944	15930	16186	15721	16024	15925	15289	15320	15910	15198	16879	16041	16340	15802	15855	15608	16472	17008	16976	16687	16882	16391	22956	19050	18867	18498	18727	19211	24675	24529	25058	24848	24973	24530	52147	34636	34765	33879	34601	34008	52723	52795	53116	54196	57879	52247	154619	95015	87434	92843	87564	84604	80360	35031	60550	80094	14880	25380
12.484167	69633	81639	78693	82155	78754	61117	31094	18104	18402	17407	21502	24266	79739	17124	16071	15881	16404	31340	16421	15712	15470	15314	15849	16481	15729	16403	15047	15479	16264	15829	16202	16059	15689	15255	15561	15459	16506	16244	16609	15727	16531	16156	16836	16472	16516	15963	16154	15964	23541	19068	18664	18495	18658	19331	24773	25279	25045	24640	24814	24921	53052	34702	34409	33863	34080	33928	52613	52372	53448	54066	57731	51581	155805	94588	87836	92821	87696	84838	81552	35336	59351	79501	14558	25629
12.503889	68977	81455	84345	82116	80773	61053	31392	18382	18412	16983	22229	23366	78945	17223	15866	16086	16613	31773	15834	15643	15621	15438	15863	16569	16147	16618	15670	15900	15913	16360	15571	16072	15684	15326	15419	15645	16236	15944	16594	15362	16110	15947	16353	17140	16392	16380	16110	16137	22706	19373	19122	18599	19061	19511	24606	24431	25305	24267	24623	24377	52810	34945	34227	33472	34579	33615	52733	53104	53348	53376	57608	52274	155400	95969	88413	92839	89252	84954	80538	35296	58706	78505	15020	25181
12.523611	70157	82922	81079	84979	80991	60680	31178	18316	18838	17757	19416	22869	78235	17608	16460	15935	16193	27305	15966	16084	15355	15566	15780	16721	16089	16549	15745	15836	16193	16012	16030	16391	15415	15580	15708	15567	16399	15965	16677	15687	15989	16269	16800	16709	16762	15871	16732	16233	22935	19184	18805	18749	18699	19017	24781	24880	25044	24751	25042	25341	53009	34559	34127	34048	34933	34138	52487	52428	53419	53646	57475	52327	154499	93541	87376	92818	88441	84860	81188	34433	58257	79760	14935	25598
12.543333	69747	80779	80256	81403	79505	60982	31641	18301	18451	17343	20637	23121	78156	16842	16046	15846	16281	29399	15571	15397	15538	15933	15665	16968	15784	16385	15667	15907	16174	15971	15998	16088	15493	15166	15610	14917	16827	16372	16755	15633	16317	16207	16616	16766	16629	16159	16446	15795	23309	18985	18936	18630	18436	19131	24797	24688	25056	24707	24809	24783	52972	34511	34366	34386	34490	33922	52414	52912	53329	54451	57862	52075	155132	94808	87507	92207	88174	84717	80952	35088	57170	79262	15246	24782
12.563056	69481	82540	81347	80205	78583	61311	34085	18594	19363	17533	21013	23965	81466	16995	16021	15829	16557	30375	16107	15559	15449	15700	16315	17018	16141	16772	15242	15606	16125	15983	15770	15878	15700	15502	15431	15438	16993	16180	16926	15562	16010	15898	16460	16855	16549	16369	16646	16273	23202	18427	18554	18163	18737	19340	25265	24603	25299	24343	24716	25306	53120	34744	34316	33667	34300	34018	53282	52291	54507	54854	57310	51915	156787	95258	87283	91511	88578	84434	80706	35816	59261	81041	15040	25478
12.582778	70112	79721	80771	82296	80179	61010	33961	18737	18714	17749	22271	23526	76995	17492	16234	15838	16547	29663	16220	15630	15462	15654	16084	16912	16047	16314	15366	16063	16130	15879	16310	16368	15800	15267	15430	15454	16248	16069	16657	15783	16148	16130	16541	17093	16404	16204	15939	16222	23070	19168	18581	18834	18545	19250	25113	24563	24914	24952	24590	24975	52472	34087	34132	34039	34607	33800	53094	52307	53628	54205	57434	52361	155858	94152	88591	92741	88295	84766	81449	35957	60316	79739	14743	25562
12.602500	70443	80811	81833	83628	80482	60857	35097	18436	18830	17870	21957	25021	82368	17550	15949	16298	16341	31289	16323	15933	15575	15374	15818	16498	15885	16753	15386	15818	15851	15664	15656	16215	15501	15480	15387	15731	16755	16186	16219	15905	16142	15891	16476	16956	16348	16533	16098	16402	23516	19077	18723	18951	18295	19374	24492	25049	25000	24529	24643	24839	52858	35111	34702	33955	34266	34656	52724	52871	53619	53653	57542	52154	156269	95218	88088	93223	87554	85288	82172	36310	60418	80591	14668	25009
12.622222	70737	81031	83561	85112	81031	60882	33721	18600	19215	18188	22807	24821	84012	17964	16113	16117	16566	30591	16149	15377	15503	15179	15833	17112	16336	16729	15383	15964	15617	15565	15952	15765	15367	15739	15351	15523	16528	15896	16755	15575	16246	16116	16663	16526	16049	16412	15963	16553	23340	19006	18754	18555	18664	19426	24950	25289	25090	24739	25177	24950	52745	34897	34426	34461	34747	33485	52479	52992	53482	53488	56945	52467	155515	94403	88497	92706	87248	84437	81600	35806	61097	81619	14961	25192
12.641944	70331	80603	83276	81442	80632	60624	35528	18772	19625	17620	21699	23273	80525	17314	16075	15830	16587	31409	15949	15927	15634	15325	15421	17026	16051	16852	15522	15543	15913	16199	15981	16460	15695	15422	15209	15295	16682	15820	16487	15519	16495	16011	16721	16700	16749	15994	16367	16006	23461	18539	18786	18615	18481	19048	24910	25085	24975	24700	24512	25183	52374	35102	33921	33944	34406	34107	52906	52177	54068	53947	57267	51812	156991	94653	86973	93280	87890	85586	81276	35721	62540	82359	14920	25696
12.661667	69109	80941	83106	81481	82198	59967	35538	19067	19777	18004	22643	25009	79070	17277	15779	16102	16379	28631	16149	15348	15709	15696	15541	17570	15982	16760	15338	15961	16198	16175	16138	16526	15769	15670	15133	15317	16474	16086	16261	15347	15819	15747	17175	16574	16696	15902	15986	16330	23399	19149	18454	18364	18387	18922	24738	24349	25055	24955	24604	25208	53989	34916	34603	34680	34752	33979	52531	52533	53463	54282	56810	51704	157550	93756	87953	92970	87911	84639	80279	35143	61824	81964	15170	25543
12.681389	69984	79083	80399	83516	79112	60348	36021	18800	19198	17803	22103	23738	76875	17653	15701	16078	16259	33399	16167	15536	15527	15492	15327	17279	15904	16153	15365	15880	16087	16020	15944	16539	15949	15337	15470	15287	16685	16071	16431	15594	16154	16076	16605	16580	16939	16401	16696	16331	23067	18799	18934	18000	18573	18879	24770	25033	24854	24515	24597	24991	53198	34568	34194	34047	34470	33768	52468	51893	53089	53869	57328	52685	156128	95446	87609	92441	88599	85133	82094	35870	61315	81554	14828	25217
12.701111	69205	78466	83295	81885	80863	60117	35615	19409	19780	17590	22552	26351	80649	17825	15992	15710	16505	30961	15672	15560	15811	15667	15883	17254	15976	16175	15486	15741	16078	15942	15733	16562	15585	15394	15465	15458	16465	16066	16383	15686	16250	16030	16732	16761	16579	16449	16874	16001	23357	19116	18337	18058	18289	19107	25090	25266	24852	24349	24949	24963	53089	34487	34409	33852	34448	34033	52626	52542	53993	54509	58052	52162	157289	94962	87808	92230	87644	84810	81665	35519	62757	82212	15014	25504
12.720833	69635	81743	85022	82624	79873	60413	35360	19395	19907	18347	23991	27859	81556	17522	16650	15907	16148	29750	15931	15906	15466	15766	15962	16622	15890	16491	15356	15291	16353	16060	16107	16082	16049	16066	15441	15384	16398	16020	16545	15758	15898	16100	16424	16835	16504	16565	16453	16268	23662	19050	18600	18803	18726	19356	25069	24957	24912	24779	24686	24718	53385	34693	34740	33816	34484	34239	52562	52625	53380	53966	58179	52769	156886	94910	87691	92217	86983	85274	81623	35958	61192	82438	15149	25596
12.740556	70108	81132	81707	81554	78534	60110	35252	18713	19819	18110	22441	26547	84383	17644	15980	16317	16129	29913	15703	15589	15733	15322	15769	17405	15762	16592	15361	15892	16270	15933	15889	16232	15436	15389	15516	15124	16457	16143	16776	16026	16040	15880	16838	16109	16838	16353	16359	16255	23309	18723	18959	18979	18733	18938	24954	25387	24740	24716	24610	24835	53575	34483	34398	34025	35163	33619	52145	52385	54623	54015	57241	52016	157395	94360	87168	92027	86615	84942	83657	36413	61298	84161	15078	25653
12.760278	70348	81336	81432	83443	80922	59854	36259	19796	20081	18751	24260	26737	79753	17850	16396	15891	16393	33691	15687	15198	15777	15570	15832	17085	15862	16414	15578	15704	16193	15698	15781	16367	15420	15518	15432	15323	16427	15712	16308	15744	16218	16064	16691	16990	16821	16472	16049	16165	23262	18611	18723	18208	18363	19489	25316	24993	24850	24513	25011	24859	53323	34825	34603	34817	34291	34202	53437	52123	53844	54262	57885	52052	157315	94616	87113	92694	87068	84654	81452	36047	61566	83698	15099	25663
